created_at,PM10_3,PM2.5_3,RH_3,Temperature_3
2020-09-18 20:30:00,10.24,6.67,79.15,28.22
2020-09-18 20:45:00,12.04,6.96,79.31,28.21
2020-09-18 21:00:00,9.35,6.47,79.29,28.24
2020-09-18 21:15:00,8.7,6.46,79.33,28.26
2020-09-18 21:30:00,9.14,7.05,79.18,28.27
2020-09-18 21:45:00,10.08,7.81,79.15,28.28
2020-09-18 22:00:00,11.54,9.13,79.27,28.25
2020-09-18 22:15:00,9.22,7.33,79.49,28.23
2020-09-18 22:30:00,8.16,6.71,79.31,28.23
2020-09-18 22:45:00,8.25,6.85,79.37,28.21
2020-09-18 23:00:00,8.66,7.17,79.39,28.16
2020-09-18 23:15:00,9.05,7.46,79.32,28.12
2020-09-18 23:30:00,9.52,7.77,79.48,28.04
2020-09-18 23:45:00,10.32,8.42,79.6,28.02
2020-09-19 00:00:00,14.18,11.67,79.6,27.99
2020-09-19 00:15:00,17.96,14.47,79.63,27.98
2020-09-19 00:30:00,22.94,18.17,79.62,27.99
2020-09-19 00:45:00,24.62,19.81,79.63,27.98
2020-09-19 01:00:00,22.44,17.99,79.76,27.92
2020-09-19 01:15:00,28.14,22.25,79.97,27.83
2020-09-19 01:30:00,34.86,28.12,80.35,27.72
2020-09-19 01:45:00,25.77,20.61,80.52,27.67
2020-09-19 02:00:00,22.9,18.16,80.66,27.65
2020-09-19 02:15:00,23.1,18.05,80.76,27.67
2020-09-19 02:30:00,26.24,20.45,80.8,27.69
2020-09-19 02:45:00,36.01,28.87,80.85,27.68
2020-09-19 03:00:00,37.61,29.38,80.89,27.67
2020-09-19 03:15:00,31.2,24.47,80.95,27.66
2020-09-19 03:30:00,23.79,19.34,80.96,27.68
2020-09-19 03:45:00,20.55,17.22,80.96,27.69
2020-09-19 04:00:00,20.64,17.47,81.01,27.69
2020-09-19 04:15:00,23.07,19.56,81.15,27.66
2020-09-19 04:30:00,23.24,19.68,81.18,27.66
2020-09-19 04:45:00,24.54,20.58,81.37,27.63
2020-09-19 05:00:00,25.55,21.64,81.35,27.65
2020-09-19 05:15:00,26.72,22.85,81.4,27.66
2020-09-19 05:30:00,30.31,25.4,81.28,27.71
2020-09-19 05:45:00,35.64,28.99,81.19,27.75
2020-09-19 06:00:00,37.98,30.95,81.1,27.77
2020-09-19 06:15:00,28.17,24.44,80.12,27.62
2020-09-19 06:30:00,22.3,19.77,79.54,27.42
2020-09-19 06:45:00,18.84,16.8,79.53,27.4
2020-09-19 07:00:00,16.78,14.97,79.46,27.44
2020-09-19 07:15:00,16.15,14.3,79.17,27.5
2020-09-19 07:30:00,18.06,15.93,79.36,27.6
2020-09-19 07:45:00,19.46,17.08,79.38,27.72
2020-09-19 08:00:00,21.11,18.52,79.65,27.79
2020-09-19 08:15:00,26.68,22.64,80.0,27.77
2020-09-19 08:30:00,32.68,26.88,80.25,27.8
2020-09-19 08:45:00,36.33,29.87,80.09,27.84
2020-09-19 09:00:00,38.54,31.35,79.91,27.9
2020-09-19 09:15:00,40.38,32.69,79.77,28.03
2020-09-19 09:30:00,39.96,33.05,79.57,28.25
2020-09-19 09:45:00,40.99,34.52,79.36,28.32
2020-09-19 10:00:00,39.51,33.71,78.71,28.43
2020-09-19 10:15:00,38.44,32.95,78.73,28.47
2020-09-19 10:30:00,35.69,31.24,78.04,28.82
2020-09-19 10:45:00,36.55,32.1,77.42,29.06
2020-09-19 11:00:00,36.8,31.83,74.59,26.48
2020-09-19 11:15:00,37.04,32.25,77.67,28.92
2020-09-19 11:30:00,39.11,33.8,77.98,28.86
2020-09-19 11:45:00,39.19,34.2,77.43,29.04
2020-09-19 12:00:00,41.36,35.99,77.08,29.1
2020-09-19 12:15:00,47.15,40.95,76.26,29.44
2020-09-19 12:30:00,47.79,42.46,75.12,29.77
2020-09-19 12:45:00,46.8,41.76,74.95,29.8
2020-09-19 13:00:00,45.46,40.6,75.13,29.85
2020-09-19 13:15:00,43.56,38.86,75.47,29.92
2020-09-19 13:30:00,41.53,37.1,75.67,29.86
2020-09-19 13:45:00,41.23,36.86,76.39,29.65
2020-09-19 14:00:00,41.09,36.73,77.23,29.55
2020-09-19 14:15:00,38.8,34.74,77.88,29.43
2020-09-19 14:30:00,38.1,34.06,77.8,29.15
2020-09-19 14:45:00,34.24,30.46,78.88,28.92
2020-09-19 15:00:00,31.11,27.1,78.47,28.78
2020-09-19 15:15:00,30.53,26.92,78.63,28.71
2020-09-19 15:30:00,30.63,26.59,78.4,28.78
2020-09-19 15:45:00,27.14,23.87,78.47,28.74
2020-09-19 19:45:00,35.95,30.35,80.73,27.99
2020-09-19 20:00:00,36.27,29.88,80.47,27.98
2020-09-19 20:15:00,37.26,30.53,79.85,27.98
2020-09-19 20:30:00,37.13,30.16,79.85,27.86
2020-09-19 20:45:00,34.29,28.17,79.81,27.86
2020-09-19 21:00:00,33.19,27.35,79.83,27.84
2020-09-19 21:15:00,33.04,27.02,79.91,27.8
2020-09-19 21:30:00,31.4,26.19,80.08,27.72
2020-09-19 21:45:00,30.39,25.33,80.04,27.75
2020-09-19 22:00:00,31.25,25.49,80.07,27.74
2020-09-19 22:15:00,32.69,26.22,80.32,27.69
2020-09-19 22:30:00,32.49,25.88,80.51,27.65
2020-09-19 22:45:00,32.2,25.41,80.47,27.65
2020-09-19 23:00:00,32.47,25.16,80.47,27.64
2020-09-19 23:15:00,32.08,24.95,80.63,27.57
2020-09-19 23:30:00,34.18,26.88,80.85,27.51
2020-09-19 23:45:00,36.47,28.61,81.0,27.5
2020-09-20 00:00:00,36.05,28.22,80.82,27.55
2020-09-20 00:15:00,34.92,27.32,81.07,27.42
2020-09-20 00:30:00,33.8,26.88,81.15,27.34
2020-09-20 00:45:00,35.05,28.26,81.06,27.36
2020-09-20 01:00:00,39.39,31.17,81.21,27.31
2020-09-20 01:15:00,37.43,29.88,81.39,27.26
2020-09-20 01:30:00,36.29,29.16,81.4,27.29
2020-09-20 01:45:00,35.54,29.0,81.37,27.29
2020-09-20 02:00:00,34.74,28.26,81.45,27.26
2020-09-20 02:15:00,32.49,26.84,81.53,27.21
2020-09-20 02:30:00,28.71,24.25,81.32,27.2
2020-09-20 02:45:00,29.98,25.51,80.98,27.14
2020-09-20 03:00:00,29.56,25.45,80.9,27.05
2020-09-20 03:15:00,21.81,19.18,80.61,26.98
2020-09-20 03:30:00,16.92,15.06,80.08,26.94
2020-09-20 03:45:00,14.62,13.08,79.6,26.95
2020-09-20 04:00:00,13.42,12.0,79.13,27.01
2020-09-20 04:15:00,13.72,12.25,79.04,26.97
2020-09-20 04:30:00,14.44,12.86,79.29,26.84
2020-09-20 04:45:00,16.99,14.87,79.66,26.73
2020-09-20 05:00:00,17.88,15.74,79.79,26.74
2020-09-20 05:15:00,18.11,15.95,79.92,26.71
2020-09-20 05:30:00,16.46,14.48,79.93,26.72
2020-09-20 05:45:00,18.25,15.86,79.88,26.78
2020-09-20 06:00:00,20.65,17.96,79.72,26.81
2020-09-20 06:15:00,23.25,20.04,79.75,26.77
2020-09-20 06:30:00,26.4,22.6,79.75,26.76
2020-09-20 06:45:00,27.57,23.29,79.97,26.73
2020-09-20 07:00:00,23.16,20.07,79.92,26.78
2020-09-20 07:15:00,20.63,18.05,79.95,26.83
2020-09-20 07:30:00,19.38,17.15,79.82,26.84
2020-09-20 07:45:00,17.45,15.36,79.77,26.87
2020-09-20 08:00:00,15.97,14.15,79.65,26.88
2020-09-20 08:15:00,15.18,13.3,79.47,26.95
2020-09-20 08:30:00,15.14,13.4,79.14,27.02
2020-09-20 08:45:00,14.45,12.83,78.69,27.17
2020-09-20 09:00:00,13.69,12.19,78.2,27.38
2020-09-20 09:15:00,13.17,11.79,77.96,27.52
2020-09-20 09:30:00,13.21,11.81,77.74,27.65
2020-09-20 09:45:00,14.04,12.64,77.5,27.8
2020-09-20 10:00:00,14.27,12.8,77.08,27.92
2020-09-20 10:15:00,15.51,13.89,76.78,28.06
2020-09-20 10:30:00,14.98,13.42,76.43,28.17
2020-09-20 10:45:00,15.46,13.85,76.06,28.27
2020-09-20 11:00:00,15.8,14.14,75.98,28.36
2020-09-20 11:15:00,15.27,13.66,75.38,28.63
2020-09-20 11:30:00,15.62,14.01,75.11,28.76
2020-09-20 11:45:00,16.82,15.06,75.1,28.78
2020-09-20 12:00:00,17.24,15.43,75.0,28.87
2020-09-20 12:15:00,18.44,16.53,74.29,29.12
2020-09-20 12:30:00,19.58,17.59,73.47,29.38
2020-09-20 12:45:00,21.15,19.03,73.1,29.49
2020-09-20 13:00:00,23.32,21.01,72.25,29.7
2020-09-20 13:15:00,24.54,22.16,71.87,29.8
2020-09-20 13:30:00,25.14,22.75,71.89,29.79
2020-09-20 13:45:00,24.93,22.56,71.25,30.15
2020-09-20 14:00:00,25.04,22.61,70.66,30.33
2020-09-20 14:15:00,24.39,22.04,70.1,30.52
2020-09-20 14:30:00,24.42,22.0,70.4,30.34
2020-09-20 14:45:00,23.78,21.51,70.5,30.38
2020-09-20 15:00:00,23.24,21.07,68.56,30.97
2020-09-20 15:15:00,23.35,21.1,69.09,30.66
2020-09-20 15:30:00,23.23,21.02,69.5,30.47
2020-09-20 15:45:00,22.68,20.51,70.47,30.13
2020-09-20 16:00:00,22.19,20.08,71.19,29.9
2020-09-20 16:15:00,21.29,19.3,71.98,29.67
2020-09-20 16:30:00,22.19,20.1,72.55,29.53
2020-09-20 16:45:00,23.28,21.02,72.53,29.53
2020-09-20 17:00:00,23.01,20.79,72.54,29.45
2020-09-20 17:15:00,21.62,19.51,73.44,29.14
2020-09-20 17:30:00,18.79,16.87,73.64,29.02
2020-09-20 17:45:00,18.89,16.92,74.01,28.69
2020-09-20 18:00:00,20.88,18.24,74.89,28.48
2020-09-20 18:15:00,22.22,19.55,76.04,28.31
2020-09-20 18:30:00,21.9,19.62,76.63,28.12
2020-09-20 18:45:00,19.34,17.3,76.93,28.01
2020-09-20 19:00:00,16.37,14.63,76.91,27.97
2020-09-20 19:15:00,12.75,11.33,76.44,27.85
2020-09-20 19:30:00,12.81,11.19,76.57,27.81
2020-09-20 19:45:00,14.05,12.15,76.99,27.78
2020-09-20 20:00:00,13.7,12.0,77.34,27.74
2020-09-20 20:15:00,13.96,12.25,77.56,27.74
2020-09-20 20:30:00,14.8,13.17,77.91,27.74
2020-09-20 20:45:00,14.91,13.23,77.83,27.73
2020-09-20 21:00:00,14.53,12.89,77.75,27.68
2020-09-20 21:15:00,14.48,12.78,77.98,27.68
2020-09-20 21:30:00,11.25,9.66,78.88,27.4
2020-09-20 21:45:00,9.12,7.17,78.88,27.14
2020-09-20 22:00:00,13.4,11.69,78.04,26.95
2020-09-20 22:15:00,15.38,13.81,77.4,26.68
2020-09-20 22:30:00,14.14,12.68,77.94,26.71
2020-09-20 22:45:00,11.5,10.34,78.34,26.84
2020-09-20 23:00:00,10.31,9.15,78.77,26.91
2020-09-20 23:15:00,10.15,9.06,78.88,26.93
2020-09-20 23:30:00,10.75,9.53,78.95,26.91
2020-09-20 23:45:00,10.99,9.79,79.18,26.86
2020-09-21 00:00:00,9.5,8.41,79.34,26.83
2020-09-21 00:15:00,8.49,7.45,79.08,26.87
2020-09-21 00:30:00,8.18,7.07,76.33,24.34
2020-09-21 00:45:00,7.67,6.51,79.08,26.76
2020-09-21 01:00:00,7.44,6.37,79.03,26.69
2020-09-21 01:15:00,7.61,6.56,78.83,26.68
2020-09-21 01:30:00,7.98,6.83,78.84,26.64
2020-09-21 01:45:00,9.02,7.63,78.95,26.59
2020-09-21 02:00:00,9.64,8.14,78.93,26.55
2020-09-21 02:15:00,10.69,9.06,78.88,26.53
2020-09-21 02:30:00,13.61,10.89,78.98,26.46
2020-09-21 02:45:00,14.7,12.11,79.02,26.46
2020-09-21 03:00:00,16.34,13.45,79.1,26.49
2020-09-21 03:15:00,15.44,12.84,79.35,26.49
2020-09-21 03:30:00,12.95,11.27,79.34,26.52
2020-09-21 03:45:00,12.12,10.47,79.56,26.48
2020-09-21 04:00:00,11.43,9.9,79.59,26.49
2020-09-21 04:15:00,11.05,9.56,79.7,26.47
2020-09-21 04:30:00,11.0,9.38,79.78,26.47
2020-09-21 04:45:00,10.59,9.12,79.71,26.49
2020-09-21 05:00:00,10.33,9.0,79.78,26.49
2020-09-21 05:15:00,10.27,9.0,79.68,26.51
2020-09-21 05:30:00,10.06,8.76,79.54,26.49
2020-09-21 05:45:00,10.24,8.69,79.49,26.5
2020-09-21 06:00:00,10.96,9.05,79.46,26.47
2020-09-21 06:15:00,10.72,8.98,79.31,26.5
2020-09-21 06:30:00,10.54,9.07,79.29,26.5
2020-09-21 06:45:00,11.2,9.45,79.29,26.53
2020-09-21 07:00:00,9.36,8.14,79.11,26.57
2020-09-21 07:15:00,8.51,7.3,78.94,26.6
2020-09-21 07:30:00,7.61,6.28,78.86,26.66
2020-09-21 07:45:00,6.85,5.55,78.9,26.65
2020-09-21 08:00:00,6.71,5.41,78.73,26.71
2020-09-21 08:15:00,5.82,4.58,78.39,26.85
2020-09-21 08:30:00,5.59,4.51,78.18,26.92
2020-09-21 08:45:00,5.95,4.75,78.0,26.98
2020-09-21 09:00:00,5.62,4.73,77.73,26.98
2020-09-21 09:15:00,5.53,4.45,77.61,26.98
2020-09-21 09:30:00,5.38,4.54,77.39,27.13
2020-09-21 09:45:00,6.22,5.14,76.85,27.36
2020-09-21 10:00:00,7.81,6.44,76.41,27.57
2020-09-21 10:15:00,7.69,6.48,73.41,25.2
2020-09-21 10:30:00,7.29,6.13,75.66,27.92
2020-09-21 10:45:00,7.16,6.05,75.17,28.13
2020-09-21 11:00:00,6.45,5.4,74.66,28.23
2020-09-21 11:15:00,6.64,5.63,74.47,28.39
2020-09-21 11:30:00,7.01,6.04,74.16,28.56
2020-09-21 11:45:00,7.55,6.7,73.62,28.61
2020-09-21 12:00:00,8.21,7.18,73.17,28.83
2020-09-21 12:15:00,8.42,7.29,69.72,26.54
2020-09-21 12:30:00,8.32,7.19,71.48,29.32
2020-09-21 12:45:00,9.05,7.59,70.6,29.59
2020-09-21 13:00:00,9.45,7.89,70.12,29.81
2020-09-21 13:15:00,9.78,7.9,69.85,29.88
2020-09-21 13:30:00,10.52,8.01,70.03,29.89
2020-09-21 13:45:00,11.46,8.3,70.03,29.82
2020-09-21 14:00:00,10.44,8.01,70.05,29.8
2020-09-21 14:15:00,9.29,7.39,69.23,29.88
2020-09-21 14:30:00,8.37,6.98,69.35,29.94
2020-09-21 14:45:00,8.14,6.92,67.62,30.79
2020-09-21 15:00:00,8.1,6.92,64.96,31.44
2020-09-21 15:15:00,8.4,7.03,65.13,31.63
2020-09-21 15:30:00,9.0,7.38,60.19,29.76
2020-09-21 15:45:00,8.93,7.5,66.34,31.13
2020-09-21 16:00:00,9.33,8.01,68.45,30.36
2020-09-21 16:15:00,11.03,9.21,68.92,30.05
2020-09-21 16:30:00,11.13,9.04,69.85,29.89
2020-09-21 16:45:00,9.32,7.53,70.22,29.88
2020-09-21 17:00:00,7.47,5.79,70.64,29.8
2020-09-21 17:15:00,6.45,4.89,71.0,29.71
2020-09-21 17:30:00,5.66,4.24,71.46,29.54
2020-09-21 17:45:00,5.59,3.87,71.75,29.47
2020-09-21 18:00:00,4.88,3.38,71.87,29.33
2020-09-21 18:15:00,4.95,3.21,71.91,29.27
2020-09-21 18:30:00,4.83,2.73,72.4,29.15
2020-09-21 18:45:00,4.12,2.34,72.59,29.05
2020-09-21 19:00:00,4.15,2.24,72.86,28.92
2020-09-21 19:15:00,3.75,1.89,73.21,28.79
2020-09-21 19:30:00,3.42,1.8,73.61,28.63
2020-09-21 19:45:00,3.48,1.76,73.9,28.56
2020-09-21 20:00:00,2.88,1.48,73.94,28.47
2020-09-21 20:15:00,2.62,1.33,74.11,28.37
2020-09-21 20:30:00,2.24,1.17,74.59,28.18
2020-09-21 20:45:00,1.92,1.03,74.81,28.1
2020-09-21 21:00:00,1.86,0.95,74.86,28.07
2020-09-21 21:15:00,1.94,0.95,74.94,28.03
2020-09-21 21:30:00,2.04,0.94,75.02,27.97
2020-09-21 21:45:00,2.16,0.94,75.15,27.9
2020-09-21 22:00:00,2.33,0.93,75.2,27.83
2020-09-21 22:15:00,2.22,0.9,75.14,27.77
2020-09-21 22:30:00,1.96,0.87,75.06,27.74
2020-09-21 22:45:00,2.09,0.84,72.4,25.19
2020-09-21 23:00:00,2.08,0.88,75.06,27.68
2020-09-21 23:15:00,2.09,0.99,75.09,27.69
2020-09-21 23:30:00,2.18,1.02,75.21,27.58
2020-09-21 23:45:00,1.91,0.93,75.0,27.5
2020-09-22 00:00:00,2.05,1.02,75.07,27.37
2020-09-22 00:15:00,2.45,1.13,74.98,27.34
2020-09-22 00:30:00,2.3,1.17,74.93,27.32
2020-09-22 00:45:00,2.31,1.14,74.94,27.28
2020-09-22 01:00:00,2.31,1.16,74.97,27.27
2020-09-22 01:15:00,2.2,1.07,72.3,24.78
2020-09-22 01:30:00,1.66,0.85,74.94,27.23
2020-09-22 01:45:00,1.63,0.77,75.04,27.18
2020-09-22 02:00:00,1.65,0.74,75.16,27.12
2020-09-22 02:15:00,1.61,0.72,75.07,27.1
2020-09-22 02:30:00,2.03,0.85,74.94,27.08
2020-09-22 02:45:00,2.65,1.18,74.96,27.04
2020-09-22 03:00:00,3.28,1.52,75.1,26.96
2020-09-22 03:15:00,3.41,1.69,74.97,27.01
2020-09-22 03:30:00,3.48,1.76,74.97,27.03
2020-09-22 03:45:00,3.37,1.57,74.92,27.01
2020-09-22 04:00:00,3.4,1.41,75.03,26.95
2020-09-22 04:15:00,3.54,1.33,75.13,26.93
2020-09-22 04:30:00,2.4,1.06,75.17,26.93
2020-09-22 04:45:00,2.15,1.04,75.17,26.93
2020-09-22 05:00:00,2.23,1.17,75.15,26.93
2020-09-22 05:15:00,3.02,1.46,75.12,26.93
2020-09-22 05:30:00,3.21,1.69,75.03,26.96
2020-09-22 05:45:00,3.11,1.64,75.07,26.93
2020-09-22 06:00:00,3.14,1.57,75.08,26.96
2020-09-22 06:15:00,3.34,1.52,75.11,26.99
2020-09-22 06:30:00,3.21,1.54,74.96,27.06
2020-09-22 06:45:00,3.02,1.55,75.15,27.05
2020-09-22 07:00:00,3.0,1.57,75.25,27.07
2020-09-22 07:15:00,3.04,1.65,75.18,27.15
2020-09-22 07:30:00,3.3,1.85,75.18,27.22
2020-09-22 07:45:00,3.76,2.13,75.01,27.36
2020-09-22 08:00:00,3.98,2.56,74.78,27.5
2020-09-22 08:15:00,4.29,3.23,74.84,27.46
2020-09-22 08:30:00,4.86,3.76,74.68,27.54
2020-09-22 08:45:00,5.46,4.38,74.53,27.61
2020-09-22 09:00:00,6.0,5.01,74.2,27.82
2020-09-22 09:15:00,7.44,6.31,73.76,27.99
2020-09-22 09:30:00,7.76,6.78,73.63,28.06
2020-09-22 09:45:00,8.31,7.4,73.34,28.25
2020-09-22 10:00:00,8.86,7.82,73.18,28.33
2020-09-22 10:15:00,9.67,8.59,73.71,28.19
2020-09-22 10:30:00,10.59,9.42,73.91,28.27
2020-09-22 10:45:00,10.92,9.79,73.71,28.4
2020-09-22 11:00:00,12.37,11.02,73.42,28.46
2020-09-22 11:15:00,12.8,11.27,73.1,28.65
2020-09-22 11:30:00,14.16,12.67,72.35,28.82
2020-09-22 11:45:00,14.07,12.6,72.36,28.92
2020-09-22 12:00:00,14.04,12.52,72.36,29.09
2020-09-22 12:15:00,15.39,13.73,71.79,29.2
2020-09-22 12:30:00,15.73,14.12,71.7,29.2
2020-09-22 12:45:00,15.44,13.82,71.59,29.34
2020-09-22 13:00:00,14.57,13.11,71.61,29.45
2020-09-22 13:15:00,14.54,13.09,71.33,29.47
2020-09-22 13:30:00,14.49,13.02,70.31,29.66
2020-09-22 13:45:00,14.88,13.4,70.35,29.72
2020-09-22 14:00:00,14.45,12.79,70.64,29.53
2020-09-22 14:15:00,46.34,13.79,70.84,29.59
2020-09-22 14:30:00,21.68,11.33,69.86,29.95
2020-09-22 14:45:00,12.86,10.06,69.51,29.92
2020-09-22 15:00:00,11.19,9.73,64.6,31.85
2020-09-22 15:15:00,11.39,9.95,62.75,32.35
2020-09-22 15:30:00,11.59,10.12,68.53,30.28
2020-09-22 15:45:00,12.13,10.3,69.07,30.25
2020-09-22 16:00:00,11.8,10.28,70.53,29.87
2020-09-22 16:15:00,12.25,10.43,70.2,29.88
2020-09-22 16:30:00,11.42,9.89,70.51,29.76
2020-09-22 16:45:00,10.01,8.04,70.66,29.75
2020-09-22 17:00:00,8.95,7.36,70.56,29.78
2020-09-22 17:15:00,7.81,6.39,70.34,29.87
2020-09-22 17:30:00,7.73,5.99,70.58,29.78
2020-09-22 17:45:00,7.59,5.8,70.88,29.69
2020-09-22 18:00:00,6.81,5.6,71.03,29.55
2020-09-22 18:15:00,7.31,5.42,71.39,29.38
2020-09-22 18:30:00,8.52,5.6,71.66,29.31
2020-09-22 18:45:00,7.7,5.42,71.96,29.26
2020-09-22 19:00:00,7.55,5.67,72.33,29.18
2020-09-22 19:15:00,7.69,6.21,72.47,29.14
2020-09-22 19:30:00,9.51,7.28,72.53,29.08
2020-09-22 19:45:00,9.13,7.19,72.65,29.04
2020-09-22 20:00:00,7.66,6.38,73.06,28.96
2020-09-22 20:15:00,8.44,6.92,73.62,28.85
2020-09-22 20:30:00,8.39,6.77,73.93,28.79
2020-09-22 20:45:00,7.49,6.04,74.19,28.72
2020-09-22 21:00:00,6.2,4.93,74.2,28.71
2020-09-22 21:15:00,5.21,3.95,74.26,28.62
2020-09-22 21:30:00,4.41,3.16,74.22,28.63
2020-09-22 21:45:00,3.68,2.58,74.46,28.59
2020-09-22 22:00:00,3.4,2.36,74.65,28.56
2020-09-22 22:15:00,3.6,2.31,74.62,28.5
2020-09-22 22:30:00,4.01,2.22,74.53,28.4
2020-09-22 22:45:00,3.45,2.14,74.7,28.14
2020-09-22 23:00:00,3.74,2.05,74.82,28.02
2020-09-22 23:15:00,4.13,2.06,75.01,27.9
2020-09-22 23:30:00,3.68,2.07,75.06,27.82
2020-09-22 23:45:00,3.78,2.26,74.99,27.77
