"","timestamp","pm25_air","pm10_air","co_air","no2_air","PM2.5","PM10","CO","NO2"
"722","03-12-2020 12:00",51.5,91.5,2,44.385,77.5,147.75,1.14,52
"723","03-12-2020 13:00",42,79.5,2,42.915,73.75,144,1.28,65.12
"724","03-12-2020 14:00",48,85,2,43.09,78.75,180.5,1.35,63.98
"725","03-12-2020 15:00",40,72.5,2,39.93,85,183,1.06,64.38
"726","03-12-2020 16:00",42,76.5,2,42.76,79.25,181.5,0.84,56.62
"727","03-12-2020 17:00",38,76,2,47.905,81,163,0.69,48.45
"728","03-12-2020 18:00",46,83,2,51.3,84.5,150.5,0.68,46.72
"729","03-12-2020 19:00",58.5,96,2,53.165,79,146.25,0.53,38.5
"730","03-12-2020 20:00",73.5,113.5,2,54.29,56.75,112,0.47,37.5
"731","03-12-2020 21:00",98,143,2,52.155,49,106,0.37,31.25
"732","03-12-2020 22:00",93.5,131,2,49.64,36,78,0.31,30.55
"733","03-12-2020 23:00",94.5,130.5,2,47.6,31.25,77.25,0.45,28.38
"734","04-12-2020 00:00",85.5,120.5,2,45.825,26,80.5,0.38,27.43
"735","04-12-2020 01:00",93.5,126,2,46.685,28.5,70.25,0.36,26.95
"736","04-12-2020 02:00",94,125,2,46.005,34.25,70.75,0.33,26.55
"737","04-12-2020 03:00",96,126,2,45.58,29,71.25,0.28,26.18
"738","04-12-2020 04:00",100,130,2,46.09,31.25,77.5,0.37,31.67
"739","04-12-2020 05:00",98,129,2,44.5,40.75,91.25,0.6,42.68
"740","04-12-2020 06:00",99.5,131.5,2,43.64,50.5,110.5,0.79,48.6
"741","04-12-2020 07:00",101,135,2,43.5,54.75,112,0.87,52.38
"742","04-12-2020 08:00",102,137.5,2,44.685,57.75,116.5,1.04,57.42
"743","04-12-2020 09:00",96,141.5,2,44.645,71.5,135,1.19,68.9
"744","04-12-2020 10:00",80,124.5,2,47.34,76.75,149.25,1.15,68.45
"745","04-12-2020 11:00",65,104.5,2,46.05,73.25,147.5,1.11,61.48
"746","04-12-2020 12:00",47,83.5,2,45.555,81.75,147.5,0.94,55.73
"747","04-12-2020 13:00",42,77,2,43.635,75,135.5,0.74,45.7
"748","04-12-2020 14:00",37,69.5,2,42.825,64.75,110,0.64,40.95
"749","04-12-2020 15:00",33.5,62.5,2,38.68,60.5,102.5,0.59,37.02
"750","04-12-2020 16:00",31.5,58.5,2,40.155,63.25,114,0.76,39.85
"751","04-12-2020 17:00",31.5,59.5,1.5,43.21,76.75,140.25,0.85,39.45
"752","04-12-2020 18:00",37,73.5,2,49.69,77.25,163,1.17,51.98
"753","04-12-2020 19:00",45,85.5,2,51.64,73.75,184.5,1.21,69.67
"754","04-12-2020 20:00",55.5,96,2,52.965,68.75,162.75,0.65,42.58
"755","04-12-2020 21:00",70,113.5,2,51.95,37.25,90.5,0.46,34.98
"756","04-12-2020 22:00",81.5,124.5,2,50.7,34.75,81.25,0.34,32.2
"757","04-12-2020 23:00",78.5,119.5,3,51.555,33.25,76.25,0.3,28.92
"758","05-12-2020 00:00",68.5,109,2,50.07,32.75,77.25,0.27,31.05
"759","05-12-2020 01:00",71.5,114,2,49.61,40.5,79.5,0.25,30.85
"760","05-12-2020 02:00",73,111.5,2,48.595,46.25,85.5,0.25,29.5
"761","05-12-2020 03:00",79,113.5,2,48.03,41.75,94.5,0.32,27.85
"762","05-12-2020 04:00",86,119,2,48.48,46.25,115,0.43,34.98
"763","05-12-2020 05:00",93,127.5,2,45.84,58.5,145.25,0.61,42.3
"764","05-12-2020 06:00",94.5,127.5,2,46.305,77.5,173.75,0.71,44.97
"765","05-12-2020 07:00",93.5,123,2,46.41,85.25,178,0.77,49.6
"766","05-12-2020 08:00",95,130,2,46.83,83.75,184.75,0.72,49.4
"767","05-12-2020 09:00",81.5,116.5,2,44.94,77.5,186.5,0.76,54.23
"768","05-12-2020 10:00",55.5,92,2,44.78,80.25,176.25,0.58,49.85
"769","05-12-2020 11:00",46,83.5,2,39.065,80,141.5,0.33,42.05
"770","05-12-2020 12:00",41,79.5,2,31.275,69.5,117.25,0.32,39.8
"771","05-12-2020 13:00",38,75,2,31,72.5,119.25,0.29,41.9
"772","05-12-2020 14:00",37.5,73,2,30.8,68.5,113.5,0.3,38.5
"773","05-12-2020 15:00",34,69.5,2,39.745,71,115,0.38,39.9
"774","05-12-2020 16:00",29.5,60.5,1.5,38.285,74.5,124.25,0.4,39.52
"775","05-12-2020 17:00",32.5,70.5,1,48.05,76.25,126.25,0.43,43
"776","05-12-2020 18:00",39.5,85.5,1,50.67,79,144,0.84,65.32
"777","05-12-2020 19:00",48.5,98,2,53.725,85.25,182,1.1,77.77
"778","05-12-2020 20:00",54.5,107,2,53.465,85.25,174.5,0.96,58.15
"779","05-12-2020 21:00",65.5,116.5,2,54.045,78.25,174.25,0.79,47.62
"780","05-12-2020 22:00",78,126.5,2,53.07,61.25,126,0.69,46.2
"781","05-12-2020 23:00",72,117.5,2,50.49,47,101.25,0.58,39.77
"782","06-12-2020 00:00",68.5,112.5,2,50.375,32.75,91.5,0.52,30.88
"783","06-12-2020 01:00",60.5,101.5,2,49.255,42,90.75,0.5,32.4
"784","07-12-2020 12:00",52,87.5,2,45.31,35.5,75,0.45,30.2
"785","07-12-2020 13:00",38,68,2,20.785,36.25,72.75,0.48,32.08
"786","07-12-2020 14:00",39.5,69,1.5,25.255,41,69.75,0.67,41.3
"787","07-12-2020 15:00",31.5,53.5,2,23.335,40,89.5,0.94,56.73
"788","07-12-2020 16:00",31.5,58,1.5,32.46,59.25,126,1.5,80.58
"789","07-12-2020 17:00",35,64,1,38.15,72.75,164.75,1.68,86.18
