created_at,PM2.5,PM10,NO2,CO,Ozone,Temp,RH,WS
30-10-2020 04:00,67.75,123.25,40.5,0.44,27.88,29.8,73.25,0.3
30-10-2020 05:00,65.75,114.75,39,0.5,18.2,29.6,76.5,0.3
30-10-2020 06:00,66,118.5,42.2,0.5,19.27,29.5,73.75,0.3
30-10-2020 07:00,77,129.75,37.65,0.53,12.82,29.5,77.5,0.3
30-10-2020 08:00,75.5,131.25,44.05,0.59,10.32,29.58,74.5,0.3
30-10-2020 09:00,79.25,163.5,78.65,0.6,8.82,29.5,65.25,0.32
30-10-2020 10:00,77,184.5,68.28,0.62,33,29.6,60.25,0.5
30-10-2020 11:00,74.75,170.75,46.95,0.47,61.43,29.95,53,1.4
30-10-2020 12:00,67.25,138,37.95,0.38,68.4,30,49.25,1.82
30-10-2020 13:00,66.5,124,29.6,0.53,75.22,30,48.25,1.9
30-10-2020 14:00,71.5,127.75,30.73,0.49,77.58,29.83,48,1.55
30-10-2020 15:00,75.25,133.75,29.67,0.48,82.5,29.85,49.25,1.77
30-10-2020 16:00,81,144.25,29.75,0.44,84.22,29.75,50,2.17
30-10-2020 17:00,78.5,147.75,30.7,0.32,82.22,29.62,51,1.47
30-10-2020 18:00,81.25,169.25,31.57,0.4,80.6,29.67,53.5,1.23
30-10-2020 19:00,83,178.5,35.85,0.49,72.05,29.6,55.75,0.68
30-10-2020 20:00,75.75,172.25,44.25,0.62,56.28,29.5,58.5,0.42
30-10-2020 21:00,74.25,184.75,46.82,0.57,54.97,29.5,61.75,0.32
30-10-2020 22:00,81,180.75,46.28,0.6,54.53,29.4,64,0.3
30-10-2020 23:00,79.5,172,47.55,0.61,46.02,29.42,66.75,0.3
31-10-2020 00:00,78,176,54.15,0.64,35.08,29.4,67.75,0.3
31-10-2020 01:00,84,178.75,54.55,0.72,35.67,29.4,71,0.3
31-10-2020 02:00,77.75,172.75,47.92,0.66,29.18,29.42,76,0.3
31-10-2020 03:00,84,157,41.95,0.58,23.55,29.52,78.5,0.3
31-10-2020 04:00,78,158.5,39.73,0.52,24.2,29.77,76.25,0.3
31-10-2020 05:00,79.25,158.75,39.07,0.46,33.07,29.5,74,0.3
31-10-2020 06:00,83.75,147,35.95,0.44,28.88,29.4,75,0.3
31-10-2020 07:00,86,149.75,37.12,0.43,20.68,29.4,77.25,0.3
31-10-2020 08:00,84.5,155.25,41.73,0.54,25.93,29.4,71.5,0.3
31-10-2020 09:00,78.75,177.5,46.95,0.64,52.57,29.45,62,0.32
31-10-2020 10:00,76,187.5,41.75,0.62,73.7,29.52,56.25,0.62
31-10-2020 11:00,77.25,176.5,35.58,0.52,73.45,29.88,52.5,1.25
31-10-2020 12:00,73.25,145.75,33.15,0.45,78.45,30,52,1.77
31-10-2020 13:00,74.75,140.75,28.27,0.46,81.4,30.15,50,1.55
31-10-2020 14:00,69.75,145,29.12,0.4,89.88,29.73,48.75,2.05
31-10-2020 15:00,72.25,139.25,31.27,0.38,82.67,29.73,48,1.85
31-10-2020 16:00,63.5,131.25,28.5,0.4,85.57,29.6,48.75,2.55
31-10-2020 17:00,64.5,138.5,29.7,0.51,90.9,29.65,51,1.78
31-10-2020 18:00,74.5,164.75,35.8,0.58,78.25,29.58,55.75,0.75
31-10-2020 19:00,81.75,182,41.9,0.68,58.65,29.58,59.5,0.32
31-10-2020 20:00,82.25,175.25,47.08,0.84,51.35,29.48,59.75,0.35
31-10-2020 21:00,85,181.25,49.6,0.93,44.45,29.5,62,0.3
31-10-2020 22:00,79.75,177.25,50.67,0.96,42.62,29.52,63.5,0.3
31-10-2020 23:00,76.25,173.75,46.48,0.82,56.77,29.52,61.75,0.3
01-11-2020 00:00,86,179,42.23,0.7,67.05,29.45,59.25,0.3
01-11-2020 00:00,73,172,40.95,0.55,62.55,29.4,61.5,0.3
