created_at,PM2.5,PM10,NO2,CO,Ozone,Temp,RH,WS
15-10-2020 21:00,28,53.75,34.33,0.67,11.45,29.83,85,0.3
15-10-2020 22:00,28.25,46.5,33.08,0.68,10.1,29.83,85.75,0.3
15-10-2020 23:00,30,46.75,37.8,0.82,4.45,29.7,86.5,0.3
16-10-2020 00:00,32,54.75,43.45,0.98,1.87,29.77,86,0.3
16-10-2020 01:00,27,57.75,39.67,0.74,5.45,29.8,86,0.3
16-10-2020 02:00,20,40,35.82,0.66,7.05,29.88,86.25,0.3
16-10-2020 03:00,16.75,35.25,32.65,0.52,9,29.88,87,0.3
16-10-2020 04:00,15,35.25,28.88,0.38,9.62,30.07,87,0.3
16-10-2020 05:00,12,26.5,29.88,0.46,8.38,29.65,87,0.3
16-10-2020 06:00,14,35.5,29.1,0.41,12.47,29.65,87,0.32
16-10-2020 07:00,22.75,43,28.27,0.39,14.95,29.67,87,0.32
16-10-2020 08:00,30,53.25,27.55,0.42,17.65,29.65,81.5,0.35
16-10-2020 09:00,27.75,55.75,27.58,0.37,27.88,29.65,74,0.65
16-10-2020 10:00,28.5,52.5,26.45,0.34,34.45,29.65,68.5,0.77
16-10-2020 11:00,23.5,49,26.05,0.3,38.15,30.02,63,0.98
16-10-2020 12:00,21.5,34.5,25,0.28,36.7,30.1,60.5,0.8
16-10-2020 13:00,18.75,37.5,21.9,0.26,36.75,30.1,59.25,0.62
16-10-2020 14:00,15.25,42.75,25.33,0.24,35.25,29.88,60.75,0.78
16-10-2020 15:00,16,45,14.17,0.26,47.2,29.98,62.25,0.32
16-10-2020 16:00,25,46.5,23.05,0.28,37.35,29.8,64.5,0.4
16-10-2020 17:00,23.75,50.25,24.82,0.26,37.03,29.77,64.75,0.3
16-10-2020 18:00,21.5,49.25,26.95,0.3,29.82,29.8,72,0.3
16-10-2020 19:00,22.75,52.5,26.38,0.3,15.45,29.73,79.5,0.3
16-10-2020 20:00,16.5,52,26.68,0.35,8.32,29.83,82.75,0.3
16-10-2020 21:00,27.75,61,27.97,0.44,6.47,29.75,84,0.3
16-10-2020 22:00,31,77,28.7,0.46,6.45,29.73,84.5,0.3
16-10-2020 23:00,32,66.75,28.07,0.47,6.4,29.8,85.5,0.3
17-10-2020 00:00,25.75,52.75,29,0.45,7.85,29.77,84.75,0.3
17-10-2020 01:00,24,48.75,28.17,0.44,7.85,29.73,85.5,0.3
17-10-2020 02:00,23.25,51,30.25,0.43,8.62,29.8,85.75,0.32
17-10-2020 03:00,28.75,55,27.8,0.39,16.75,29.88,86,0.3
17-10-2020 04:00,25,40,25.83,0.35,12.2,30.07,87,0.3
17-10-2020 05:00,23.75,39.5,26.1,0.23,11.05,29.77,87,0.3
17-10-2020 06:00,20.5,38.75,26.43,0.24,8.35,29.8,87,0.3
17-10-2020 07:00,21.25,39,25.45,0.23,6.03,29.8,87,0.3
17-10-2020 08:00,17.75,34.75,29.05,0.27,11.9,29.8,84.25,0.55
17-10-2020 09:00,17,40.75,36.58,0.4,15.8,29.8,78.75,0.5
17-10-2020 10:00,24.75,48.25,34.25,0.41,25.75,29.77,74.75,0.75
17-10-2020 11:00,21.25,65.5,30.88,0.44,44.83,30.12,67.25,0.68
17-10-2020 12:00,22.5,69.75,29.45,0.39,48.5,30.2,66,0.43
17-10-2020 13:00,23.75,69,24.35,0.27,47.92,30.1,65.25,0.35
17-10-2020 14:00,22.75,67.25,29.5,0.26,49.35,29.85,59.25,0.45
17-10-2020 15:00,22.25,61,28.65,0.21,48.9,29.77,57.75,0.4
17-10-2020 16:00,22.25,57,26.88,0.23,47.75,29.8,56.25,0.32
17-10-2020 17:00,23,59.25,27.4,0.39,51.2,29.8,59.75,0.5
17-10-2020 18:00,32.25,73,30.4,0.47,41.12,29.85,74.25,0.85
17-10-2020 19:00,33.25,64.75,40.03,0.7,20.8,29.85,84.5,0.3
17-10-2020 20:00,32.25,53.75,40.47,0.64,26.75,29.88,85.75,1.6
17-10-2020 21:00,24.25,38,28.95,0.27,34.77,29.77,86.75,1.12
17-10-2020 22:00,15.25,26.75,25.9,0.21,40.03,29.73,87,1.33
17-10-2020 23:00,11.5,19,26.2,0.17,40.45,29.83,87,0.55
18-10-2020 00:00,6.75,16,26.32,0.18,36.62,29.75,87,0.38
18-10-2020 01:00,7.25,17.5,29.8,0.35,27.88,29.7,87,0.38
18-10-2020 02:00,11,21.25,33.8,0.36,23.6,29.73,87,0.32
18-10-2020 03:00,11.5,21.5,34,0.37,19.4,29.77,87,0.3
18-10-2020 04:00,15.25,30.75,33.85,0.35,15.2,30.02,87,0.3
18-10-2020 05:00,21.75,38.5,34.85,0.29,11.6,29.75,87,0.32
18-10-2020 06:00,23.75,47.5,39.95,0.34,8.4,29.7,87,0.3
18-10-2020 07:00,30.5,50.25,37.05,0.41,7.92,29.73,87,0.3
18-10-2020 08:00,25.5,46.25,38.33,0.46,10.43,29.7,87,0.3
18-10-2020 09:00,24.25,50,38.43,0.39,22.05,29.67,87,0.45
18-10-2020 10:00,26.25,,33.52,0.35,30.6,29.52,86.5,0.78
18-10-2020 11:00,34.75,,31.83,0.34,52.42,29.88,74.25,0.53
18-10-2020 12:00,43.75,,29.9,0.31,59.03,30,69.75,0.5
18-10-2020 13:00,24.25,,25.27,0.27,52.02,29.93,65.25,0.85
18-10-2020 14:00,13,,26.88,0.22,51.47,29.6,60,0.53
18-10-2020 15:00,14.25,,28.1,0.21,55.48,29.65,59.75,0.5
18-10-2020 16:00,18,,26.65,0.27,58.12,29.7,58,0.3
18-10-2020 17:00,18.25,,27.15,0.52,54.9,29.65,63.25,0.57
18-10-2020 18:00,20.5,,32.23,0.59,38.33,29.65,77,0.88
18-10-2020 19:00,25.25,,36.6,0.78,13.93,29.6,81.5,0.3
18-10-2020 20:00,27.75,,38.9,0.94,4.3,29.6,83.75,0.3
18-10-2020 21:00,33.5,,39.3,0.88,1.73,29.62,85,0.3
18-10-2020 22:00,34,,35.2,0.81,4.85,29.65,86,0.3
18-10-2020 23:00,29.25,,29.82,0.68,4.45,29.6,87,0.3
19-10-2020 00:00,24,,31.32,0.59,4.12,29.52,87,0.3
19-10-2020 01:00,25.5,,33.8,0.75,1.15,29.55,87,0.3
19-10-2020 02:00,29,,32.55,0.73,0.35,29.65,87,0.3
19-10-2020 03:00,26,,32.45,0.71,1.2,29.55,87,0.3
19-10-2020 04:00,23.25,,32.33,0.63,1.7,29.88,87,0.3
19-10-2020 05:00,15.75,,36.15,0.52,0.9,29.58,87,0.3
19-10-2020 06:00,19.5,,36.27,0.47,0.9,29.5,87,0.3
19-10-2020 07:00,26,,37.35,0.47,5.1,29.55,87,0.3
19-10-2020 08:00,33,,38.92,0.52,13.35,29.58,82.5,0.38
19-10-2020 09:00,35.25,,36.2,0.41,31.45,29.45,74.25,0.6
19-10-2020 10:00,32.5,,31.22,0.39,39.88,29.48,70,0.53
19-10-2020 11:00,33.5,,28.8,0.37,53.05,29.9,68,0.5
19-10-2020 12:00,34.5,49,24.4,0.27,41.92,30.08,63.25,0.93
19-10-2020 13:00,16,48.5,23.12,0.42,33.95,30.23,68.25,1.62
19-10-2020 14:00,19.5,44.5,24.55,0.47,26.23,29.85,83,0.47
19-10-2020 15:00,23.25,37.75,25.65,0.46,27.05,29.9,85.5,0.38
19-10-2020 16:00,31.5,42,33.7,0.51,21.65,29.85,86,0.35
19-10-2020 17:00,33.25,49.25,30.17,0.61,18.55,29.62,86.25,0.3
19-10-2020 18:00,24.25,53,31.73,0.6,12.95,29.7,86.5,0.3
19-10-2020 19:00,24.25,53.5,34.6,0.69,3.5,29.7,87,0.3
19-10-2020 20:00,29,56,38.75,0.8,2.08,29.65,87,0.3
19-10-2020 21:00,26,58.75,37.38,0.63,1.38,29.67,87,0.3
19-10-2020 22:00,37.5,62,40.88,0.85,,29.73,87,0.3
19-10-2020 23:00,45.5,78,41.83,1.07,0.5,29.7,87,0.3
20-10-2020 00:00,46,86.5,39.83,1.09,0.6,29.7,87,0.3
20-10-2020 01:00,42.5,76.5,37.3,0.96,0.55,29.75,87,0.3
20-10-2020 02:00,39.25,76.25,33.17,0.9,0.4,29.7,87,0.3
20-10-2020 03:00,34.75,71,33.5,0.74,0.6,29.75,87,0.3
20-10-2020 04:00,39.5,73.5,39,0.69,2.3,30.1,87,0.38
20-10-2020 05:00,44.25,76.25,38.8,0.57,4.95,29.7,87,0.4
20-10-2020 06:00,33.25,57.25,35.08,0.37,18.48,29.7,86.75,0.97
20-10-2020 07:00,25.5,40.5,33.85,0.27,18.5,29.7,87,0.3
20-10-2020 08:00,27,34.75,30.57,0.27,18.53,29.6,87,0.3
20-10-2020 09:00,27,40.75,30.18,0.41,25.9,29.65,85.75,0.4
20-10-2020 10:00,29.5,49.25,37.5,0.56,31.38,29.77,79,0.93
20-10-2020 11:00,44.25,77.75,34.7,0.58,47.1,30.52,76.25,1
20-10-2020 12:00,64.5,104.75,31,0.54,44.22,30.4,79.5,0.65
20-10-2020 13:00,55.5,85.75,22.8,0.44,38.08,30.3,82.75,1.05
20-10-2020 14:00,38,47,23.62,0.43,41.67,30.2,86.5,1.3
20-10-2020 15:00,26,41,27.53,0.42,36.17,30.1,85.75,0.3
20-10-2020 16:00,29,39,32.33,0.52,30.1,29.82,85.25,0.3
20-10-2020 17:00,31.25,39,37.4,0.7,19.17,29.52,86.75,0.3
20-10-2020 18:00,39.75,,46.78,0.79,15.6,29.35,87,0.3
20-10-2020 19:00,50,,47.33,1.01,19.77,29.27,87,0.3
20-10-2020 20:00,65.5,,46.9,1.08,16.9,29.3,87,0.3
20-10-2020 21:00,64.75,,42.65,0.8,8.07,29.25,87,0.3
20-10-2020 22:00,56.75,,40.75,0.76,2.45,29.17,87,0.3
20-10-2020 23:00,47.5,,32.75,0.51,7.65,29.2,87,0.3
21-10-2020 00:00,31.25,,35.5,0.43,4.5,29.2,87,0.3
21-10-2020 01:00,29.25,,32.9,0.39,5,29.27,87,0.3
21-10-2020 02:00,22.75,,30.2,0.31,8.05,29.27,87,0.3
21-10-2020 03:00,29.5,,31.33,0.29,9.3,29.27,87,0.3
21-10-2020 04:00,32.75,,28.8,0.28,8,29.68,87,0.3
21-10-2020 05:00,30,,28.02,0.45,7.62,29.3,87,0.3
21-10-2020 06:00,32.5,,28.92,0.4,9.55,29.23,87,0.32
21-10-2020 07:00,32.5,,33.58,0.39,7.3,29.3,87,0.35
21-10-2020 08:00,35.75,,31.25,0.39,7.17,29.23,87,0.3
21-10-2020 09:00,31.25,,30.68,0.42,13.32,29.25,87,0.35
21-10-2020 10:00,31,,30.08,0.47,21.3,29.35,84.75,0.52
21-10-2020 11:00,38.75,,26.18,0.49,32.35,29.7,80.75,0.82
21-10-2020 12:00,44.25,74,14.9,0.49,49.05,29.93,74.75,1.15
21-10-2020 13:00,45.25,76,20.73,0.56,42.67,30.3,72,1.02
21-10-2020 14:00,44.75,78.25,23.7,0.5,42.65,29.95,65.5,1.8
21-10-2020 15:00,39.5,66.25,23.55,0.49,45.05,29.85,65.5,1.48
21-10-2020 16:00,35.75,66.25,23.52,0.44,48.33,29.75,65,1.8
21-10-2020 17:00,40.5,76.5,25.12,0.49,50.52,29.65,68.25,2.25
21-10-2020 18:00,49.5,89.75,31.48,0.61,41.62,29.52,73.25,0.88
21-10-2020 19:00,54.5,96.75,34.4,0.73,31.55,29.42,76.75,0.4
21-10-2020 20:00,57,96,36.67,0.87,22.82,29.42,79,0.3
21-10-2020 21:00,59.5,103.75,38.55,0.69,19.15,29.4,80.25,0.3
21-10-2020 22:00,57.75,101,36.17,0.7,19.1,29.4,81.5,0.3
21-10-2020 23:00,58,104,35.9,0.71,12.6,29.38,82.5,0.3
22-10-2020 00:00,61.25,105.75,39.25,0.67,11.75,29.4,83.5,0.3
22-10-2020 01:00,64.75,118,45.35,0.74,5.25,29.38,84.25,0.3
22-10-2020 02:00,75.25,141,46.25,0.74,2.17,29.38,86.25,0.3
22-10-2020 03:00,82,145.5,45.48,0.75,0.9,29.43,87,0.3
22-10-2020 04:00,79.75,133.25,38.85,0.62,6.4,29.7,87,0.3
22-10-2020 05:00,72,113,32.4,0.54,1.8,29.33,87,0.3
22-10-2020 06:00,66.75,110.75,37.35,0.58,0.8,29.33,87,0.3
22-10-2020 07:00,59.25,77,42.12,0.61,2.17,29.3,87,0.45
22-10-2020 08:00,59.75,87,38.03,0.64,12.18,29.38,87,0.42
22-10-2020 09:00,66.75,118,37.83,0.86,21.65,29.4,83,0.47
22-10-2020 10:00,67,124.75,37.78,0.89,41.17,29.38,73.5,1.07
22-10-2020 11:00,78.75,142,29.02,0.8,67.72,29.75,66.5,1.33
22-10-2020 12:00,79.25,158,26.9,0.69,77.3,30.3,61.75,1.02
22-10-2020 13:00,83.75,150.75,22.48,0.57,77.53,30.23,59.5,1.3
22-10-2020 14:00,85.25,143.5,25.27,0.53,68.85,30,55.75,1.55
22-10-2020 15:00,83.25,131,26.15,0.49,67.5,29.92,56.5,1.25
22-10-2020 16:00,81.25,126,26.02,0.45,64.55,29.88,58.75,1.3
22-10-2020 17:00,74,129.75,26.15,0.42,60.7,29.8,60.5,0.62
22-10-2020 18:00,76,141.5,33.23,0.62,45.4,29.7,65.5,0.32
22-10-2020 19:00,76.25,173,46.78,0.84,18.57,29.7,72.5,0.3
22-10-2020 20:00,85,182.75,54.3,1,11.62,29.6,72.25,0.3
22-10-2020 21:00,81.25,177.75,50.98,0.98,22.48,29.5,71,0.4
22-10-2020 22:00,77.25,150,40.65,0.88,36.72,29.55,69.5,0.32
22-10-2020 23:00,71.75,129.5,36.3,0.79,31.4,29.58,73,0.3
23-10-2020 00:00,70.5,124.5,32.85,0.74,22,29.52,77.5,0.3
23-10-2020 01:00,67.75,126,30.45,0.73,17.1,29.52,81.5,0.3
23-10-2020 02:00,66.5,110.25,28.55,0.71,18.75,29.5,81,0.3
23-10-2020 03:00,74,115.75,28.12,0.68,19.1,29.57,83.25,0.3
23-10-2020 04:00,73.75,118,36.92,0.73,5.15,29.82,84.75,0.3
23-10-2020 05:00,75.5,138.25,38.2,0.88,5.15,29.52,85.75,0.3
23-10-2020 06:00,82.5,150,40.55,0.89,5.33,29.58,86,0.3
23-10-2020 07:00,82.5,162,35.45,0.88,5.2,29.5,86.75,0.3
23-10-2020 08:00,85.5,155.5,31.18,0.87,7.85,29.5,85.75,0.3
23-10-2020 09:00,81.25,166.25,39.35,0.88,31.05,29.5,76.5,0.3
23-10-2020 10:00,80.25,176.5,38.62,0.86,64.72,29.5,65.75,0.35
23-10-2020 11:00,77.25,180.5,36.5,0.8,79.7,30.07,57.5,0.93
23-10-2020 12:00,80,174.25,33.5,0.6,84.3,30.2,50.25,0.82
23-10-2020 13:00,67,133.5,27.82,0.58,94.65,30.02,46.25,0.48
23-10-2020 14:00,61.75,131,29.95,0.56,89.83,29.75,46.25,0.75
23-10-2020 15:00,59.75,132,25.2,0.5,92.8,29.9,47.5,0.73
23-10-2020 16:00,69.75,170.25,26.07,0.51,77.12,30.12,49,1.02
23-10-2020 17:00,57.25,159,31.4,0.39,66.68,29.85,50.25,0.95
23-10-2020 18:00,58.25,141.25,38.73,0.5,56.08,29.58,56.5,0.6
23-10-2020 19:00,61.75,162.25,39.77,0.65,40.9,29.5,64.25,0.3
23-10-2020 20:00,71.25,150.5,44.2,0.88,31.2,29.48,64.5,0.32
23-10-2020 21:00,78,178.5,55,1.17,18.77,29.4,66.25,0.3
23-10-2020 22:00,86.5,186.25,62,1.39,15.72,29.4,66,0.3
23-10-2020 23:00,83.75,183,73.12,1.58,6.75,29.4,66.5,0.3
24-10-2020 00:00,78,174.75,70.12,1.53,5.12,29.42,71.25,0.3
24-10-2020 01:00,73.5,182.75,61.27,1.45,1.82,29.4,78,0.3
24-10-2020 02:00,79.75,176.5,57.03,1.52,0.95,29.35,82.5,0.3
24-10-2020 03:00,84.75,183.75,52.7,1.51,0.8,29.45,83.75,0.3
24-10-2020 04:00,84.75,167,45.77,1.23,2.05,29.77,85.5,0.3
24-10-2020 05:00,85.25,142.25,40.2,0.98,1.55,29.42,86,0.3
24-10-2020 06:00,79,124.75,32.98,0.77,5.02,29.4,86.75,0.3
24-10-2020 07:00,73,101.75,28.07,0.62,8.88,29.42,86,0.3
24-10-2020 08:00,66,95.25,30.18,0.57,14.05,29.4,80.25,0.3
24-10-2020 09:00,70.5,118.5,31.75,0.61,38.75,29.3,68.25,0.3
24-10-2020 10:00,63,125,29.98,0.55,56.05,29.32,59.5,0.3
24-10-2020 11:00,53.75,109.5,29,0.51,72.17,29.73,50.25,0.4
24-10-2020 12:00,55.75,129.5,31.2,0.53,86.83,30.27,47.25,0.85
24-10-2020 13:00,65.75,140,28.08,0.7,100.35,30.05,45.75,0.6
24-10-2020 14:00,68,137.5,30.27,0.69,94.03,29.55,46.75,0.72
24-10-2020 15:00,56.25,123,29.47,0.64,82.38,29.45,45.5,0.6
24-10-2020 16:00,48.5,102,29.8,0.6,83.33,29.5,46.25,0.5
24-10-2020 17:00,52,109.5,30.83,0.42,86.62,29.62,49.5,0.57
24-10-2020 18:00,59.25,136.5,37.47,0.54,65.6,29.67,54.5,0.3
24-10-2020 19:00,64,148.75,47,0.74,41.67,29.5,60.75,0.3
24-10-2020 20:00,67.5,146,58.67,1,24.25,29.42,66,0.3
24-10-2020 21:00,68.25,143.5,58.42,0.98,21.95,29.42,69.75,0.3
24-10-2020 22:00,64.75,127,57.58,1.02,19.65,29.42,71.75,0.3
24-10-2020 23:00,62,125.5,52.08,1.01,20.9,29.5,72.75,0.3
25-10-2020 00:00,65.5,122.5,52.45,1.08,8.18,29.42,77.5,0.3
25-10-2020 01:00,69.75,130.5,55.4,1.49,2.75,29.48,80.25,0.3
25-10-2020 02:00,75.5,137.25,45.47,1.53,5.2,29.38,82.75,0.3
25-10-2020 03:00,69.75,125,45,1.36,3.6,29.4,84.25,0.3
25-10-2020 04:00,73,120.5,39.57,1.04,5.75,29.73,85.25,0.3
25-10-2020 05:00,64.75,110.25,39.03,0.8,8.58,29.4,85.25,0.3
25-10-2020 06:00,59.25,93,35.38,0.62,13.43,29.27,86,0.3
25-10-2020 07:00,62,92.25,31.45,0.53,20.5,29.33,83.75,0.3
25-10-2020 08:00,59.75,93.25,32.73,0.53,24.05,29.27,77.5,0.3
25-10-2020 09:00,66.25,109,33.65,0.7,40.45,29.2,68.25,0.3
25-10-2020 10:00,76.5,126.75,35.2,0.74,63.88,29.22,60.5,0.4
25-10-2020 11:00,67.5,124.75,33.55,0.7,79.1,29.77,53.75,0.47
25-10-2020 12:00,61.25,120,33.45,0.66,87.05,29.93,49.75,0.6
25-10-2020 13:00,54.5,114.25,29.73,0.56,82.73,29.82,48.25,0.9
25-10-2020 14:00,50,103.25,29.5,0.49,74,29.38,48,0.68
25-10-2020 15:00,49,94.25,28.7,0.42,71,29.5,49.5,0.53
25-10-2020 16:00,46,91.75,28.98,0.38,69,29.42,49.25,0.55
25-10-2020 17:00,45.5,93,28.92,0.38,66.05,29.48,52,0.77
25-10-2020 18:00,46.75,100.75,29.93,0.44,59.27,29.5,58.75,0.38
25-10-2020 19:00,55,106.25,36.7,0.63,44.33,29.45,64.75,0.3
25-10-2020 20:00,57.5,108.75,41.35,0.74,40.42,29.4,65.5,0.3
25-10-2020 21:00,63.75,114,43.73,0.94,33.25,29.38,68.5,0.3
25-10-2020 22:00,62.25,115.25,47.22,0.99,26.8,29.33,71.5,0.3
25-10-2020 23:00,67.5,117,45.05,1.01,26.62,29.33,73.25,0.3
26-10-2020 00:00,61.5,108,41.7,0.96,26.57,29.27,74,0.3
26-10-2020 01:00,56.75,97.5,38.08,0.93,14.52,29.33,79,0.3
26-10-2020 02:00,59,96,41.15,1,9.85,29.4,80.75,0.3
26-10-2020 03:00,66,102.5,34.17,0.94,9.3,29.35,82.75,0.3
26-10-2020 04:00,60.25,96,33,0.83,15.8,29.8,81.75,0.3
26-10-2020 05:00,57.75,96.75,31.33,0.73,7.67,29.35,82.75,0.3
26-10-2020 06:00,53,98,35.8,0.76,5.88,29.42,84,0.3
26-10-2020 07:00,70.25,121.25,35.65,0.79,2.7,29.35,85,0.3
26-10-2020 08:00,78.75,124.75,36.83,0.87,7.38,29.3,80.5,0.3
26-10-2020 09:00,84,146.25,43.25,0.81,29.7,29.25,69.5,0.3
26-10-2020 10:00,84,161.25,43.25,0.76,59.92,29.35,58.75,0.32
26-10-2020 11:00,76.75,154,35.08,0.63,68.5,29.8,53,0.38
26-10-2020 12:00,52.75,109,31.6,0.49,65.9,30.25,51,0.62
26-10-2020 13:00,45.5,97.25,26.7,0.39,63.9,30.2,50.25,1.05
26-10-2020 14:00,45.5,89.5,27.55,0.3,61.73,29.88,47.75,1.4
26-10-2020 15:00,47.25,90.75,27.4,0.28,66.55,29.83,46.75,0.98
26-10-2020 16:00,39.5,91.25,28.42,0.28,71.2,29.67,46.75,1.48
26-10-2020 17:00,42,94.5,28.35,0.38,72.98,29.7,47.75,1
26-10-2020 18:00,46.25,99.5,32.38,0.49,62.48,29.62,52,0.32
26-10-2020 19:00,51.75,123.25,38.07,0.63,50.1,29.58,56.25,0.4
26-10-2020 20:00,60.5,137.75,42.53,0.76,44.4,29.45,57.5,0.43
26-10-2020 21:00,70.25,144.25,42.77,0.7,48.75,29.4,58,0.32
26-10-2020 22:00,67.25,145.25,39.03,0.63,56.55,29.4,58,0.55
26-10-2020 23:00,64.75,137,36.92,0.54,63.18,29.33,57.5,0.62
27-10-2020 00:00,64.75,136.25,36.6,0.51,55.75,29.38,62.25,0.32
27-10-2020 01:00,67.75,129,36.35,0.42,51.9,29.4,65.5,0.3
27-10-2020 02:00,67,110.75,31.62,0.38,42.48,29.4,70.5,0.3
27-10-2020 03:00,58,103.5,30.9,0.34,43.05,29.4,68.75,0.3
27-10-2020 04:00,59.25,110,29.77,0.32,37.92,29.73,73.5,0.3
27-10-2020 05:00,64.25,107,30.33,0.34,22,29.4,79.25,0.3
27-10-2020 06:00,67.5,107.25,31.92,0.35,17.83,29.3,80.75,0.3
27-10-2020 07:00,69.25,114.5,34.8,0.4,11.23,29.3,81.75,0.3
27-10-2020 08:00,80.5,142.75,43.77,0.52,32.05,29.38,69.25,0.4
27-10-2020 09:00,82.25,166,42.5,0.6,59,29.27,58.25,0.45
27-10-2020 10:00,72,151.75,39.52,0.62,66.92,29.45,54.75,1.18
27-10-2020 11:00,62,131.75,36.3,0.55,75.43,29.95,51.75,1.4
27-10-2020 12:00,52.5,118.25,31.6,0.46,76.75,30,50.5,1.18
27-10-2020 13:00,58.75,113.75,27.25,0.43,78.83,29.85,49.5,1.32
27-10-2020 14:00,56.25,107.25,29.07,0.44,76.6,29.6,48.5,1.12
27-10-2020 15:00,57.25,106,26.88,0.41,71.77,29.7,46.25,1.62
27-10-2020 16:00,50.25,102.25,26.85,0.41,71.62,29.82,48.25,1.45
27-10-2020 17:00,54.5,109.5,29.52,0.47,72.4,29.8,49.75,0.98
27-10-2020 18:00,56,116,33.83,0.55,66.1,29.7,53.25,0.6
27-10-2020 19:00,57.25,128.75,41.45,0.7,53.1,29.7,58.5,0.32
27-10-2020 20:00,61.25,122.5,44.9,0.76,45.48,29.55,59,0.32
27-10-2020 21:00,63.75,124.25,46.2,0.68,41.05,29.5,61.25,0.3
27-10-2020 22:00,68.5,126.5,46.77,0.67,42,29.5,62.75,0.3
27-10-2020 23:00,68.5,132.75,48.88,0.7,31.68,29.5,67.25,0.3
28-10-2020 00:00,72.75,142.25,56.8,0.7,26.75,29.52,67.5,0.3
28-10-2020 01:00,73,155.25,59.48,0.73,21,29.5,68.5,0.3
28-10-2020 02:00,73.25,148.75,52.58,0.62,27.98,29.5,69.75,0.3
28-10-2020 03:00,63,125.75,44.05,0.56,31.85,29.52,72.75,0.3
28-10-2020 04:00,58.25,118.25,43.83,0.53,18.77,29.8,75.75,0.3
28-10-2020 05:00,61,106,37.27,0.54,15.88,29.45,78.25,0.3
28-10-2020 06:00,60.5,107,37.35,0.54,9.12,29.48,79.75,0.3
28-10-2020 07:00,68.75,122.75,44.85,0.62,2.95,29.5,81.75,0.3
28-10-2020 08:00,73.25,137.25,45.53,0.77,8.97,29.5,73.5,0.3
28-10-2020 09:00,79.25,148.75,48.83,0.72,37.05,29.48,59.75,0.3
28-10-2020 10:00,73.25,151.5,45.67,0.63,65.2,29.57,54,0.35
28-10-2020 11:00,61.75,139.5,40.58,0.6,75.4,30.07,51.75,0.6
28-10-2020 12:00,57.25,119,36.55,0.43,67.43,30.07,46,1.25
28-10-2020 13:00,46,97,29.9,0.5,64.17,30.05,43.75,1.88
28-10-2020 14:00,47.75,95.25,29.7,0.45,70.38,29.98,44.25,2.33
28-10-2020 15:00,53.25,99.25,28.77,0.44,67.3,30.2,45.25,1.35
28-10-2020 16:00,53.25,100,29.55,0.43,65.65,29.95,45.25,1.43
28-10-2020 17:00,52,102.75,31.65,0.38,66.83,29.95,47.25,0.93
28-10-2020 18:00,54.25,116.75,36.2,0.5,55.3,29.83,52,0.4
28-10-2020 19:00,55,141,44.35,0.65,39.88,29.7,56.75,0.35
28-10-2020 20:00,68.5,168,60.2,0.99,20.05,29.7,62,0.3
28-10-2020 21:00,81,183.75,66.9,1.04,20.18,29.7,64,0.3
28-10-2020 22:00,76.25,171.25,60.67,1.02,23.8,29.67,67,0.3
28-10-2020 23:00,70.5,146.25,52.42,0.76,38.45,29.6,64.25,0.3
29-10-2020 00:00,67.75,124,53.23,0.69,33.08,29.52,65.5,0.3
29-10-2020 01:00,66,126.5,57.95,0.58,26.95,29.55,66.75,0.3
29-10-2020 02:00,70.5,124.25,53.9,0.48,37.88,29.5,66.75,0.3
29-10-2020 03:00,63.75,118.75,45.1,0.39,40.15,29.57,71,0.3
29-10-2020 04:00,59,109.75,44.27,0.31,30.48,29.82,72.75,0.3
29-10-2020 05:00,66.25,112.75,48.2,0.43,20.15,29.52,75,0.3
29-10-2020 06:00,69.25,115.75,45.47,0.46,11.38,29.5,79.25,0.3
29-10-2020 07:00,70.25,124.75,49.23,0.5,7.2,29.45,79.5,0.3
29-10-2020 08:00,80.75,148.5,49.53,0.65,5.62,29.5,76.25,0.3
29-10-2020 09:00,83.75,163,61.05,0.94,21.8,29.5,68.25,0.3
29-10-2020 10:00,84,169.75,56.7,0.8,60.32,29.62,54.25,0.35
29-10-2020 11:00,76.75,148.25,47.45,0.6,79.22,30.05,49,0.57
29-10-2020 12:00,73.25,133.5,40.9,0.48,78.8,30,48.25,0.65
29-10-2020 13:00,72.5,138,32.75,0.51,74.65,29.98,48,1.33
29-10-2020 14:00,66.25,125.5,31.23,0.48,74.9,29.83,48.25,1.42
29-10-2020 15:00,62.75,113.5,31.83,0.47,75.58,29.92,48.25,0.65
29-10-2020 16:00,68.75,110.25,32.05,0.48,79.92,29.8,49.25,0.45
29-10-2020 17:00,67.75,116,33.53,0.59,68.95,29.85,51.75,0.38
29-10-2020 18:00,62.5,127.25,37.12,0.66,59.7,29.8,56,0.32
29-10-2020 19:00,78.25,150,47.55,0.88,38.97,29.7,61,0.3
29-10-2020 20:00,83.75,174.75,54.4,1.02,25.32,29.67,64.25,0.32
29-10-2020 21:00,81.75,182,57.38,1.01,30.98,29.6,62.75,0.35
29-10-2020 22:00,84.5,169.25,50.33,0.9,43.65,29.58,65,0.35
29-10-2020 23:00,76,161.75,46.52,0.79,45.65,29.55,66.5,0.32
30-10-2020 00:00,73.75,142.75,43.52,0.67,45.02,29.52,66,0.3
30-10-2020 01:00,74.75,131,46.05,0.54,33.67,29.58,70,0.3
30-10-2020 02:00,71.75,126.5,47.98,0.55,25.98,29.6,71.75,0.3
30-10-2020 03:00,72.5,129.75,42.42,0.52,26.55,29.62,71.75,0.3
