,timestamp,pm25_air,pm10_air,PM2.5,PM10,co_air,no2_air,NO2,CO,Ozone,Temp,RH
694,26-11-2020 17:00,30,61,25.5,64.5,2,49.19,22.88,0.36,43.17,29.3,68
695,26-11-2020 18:00,32.5,64.5,24,61,2,49.93,25.9,0.37,38.12,29.32,69.25
696,26-11-2020 19:00,44.5,83,26,60.75,2,50.42,35.53,0.54,26.57,29.3,71
697,26-11-2020 20:00,51.5,89.5,34.5,78.75,2,50.555,39.62,0.59,21.33,29.25,72.5
698,26-11-2020 21:00,61.5,100.5,44.75,86,2,49.795,35.4,0.65,30.6,29.25,71.75
699,26-11-2020 22:00,62,97.5,52,97.25,2,48.33,30.1,0.56,35.98,29.33,71.25
700,26-11-2020 23:00,76,112,51.75,90,2.5,48.18,29.75,0.58,37.43,29.3,72.25
701,27-11-2020 00:00,73.5,107,58.25,97,2,48.045,34.1,0.56,24.4,29.3,76
702,27-11-2020 01:00,84.5,116.5,54.25,83.25,2,48.11,31.55,0.42,21.67,29.33,79.75
703,27-11-2020 02:00,89.5,121,60.25,88.75,2,48.36,30.35,0.42,24.5,29.4,79
704,27-11-2020 03:00,95.5,129,64.5,90.25,2,45.355,26.32,0.42,24.9,29.52,82.75
705,27-11-2020 04:00,85.5,114.5,53.25,75.5,2,46.275,22.7,0.4,23.45,29.65,84
706,27-11-2020 05:00,78,108,41,64,2,44.615,23.18,0.42,23.02,29.4,84.25
707,27-11-2020 06:00,45.5,73.5,34.25,54.75,2,43.265,21.67,0.29,29.85,29.4,83
708,27-11-2020 07:00,29,48.5,22,32.75,2,42.845,20.1,0.25,36.1,29.42,84
709,27-11-2020 08:00,61,94,22.25,31.25,2,44.505,25.17,0.34,28.85,29.4,83.5
710,27-11-2020 09:00,56.5,91,32.25,57.75,2,44.865,28.65,0.36,27.3,29.4,82
711,27-11-2020 10:00,49,84,33,59.75,2,48.04,28.33,0.39,29.4,29.38,80.25
712,27-11-2020 11:00,53.5,89.5,33.75,55.5,2,46.475,27.27,0.44,32.83,29.65,78.25
713,27-11-2020 12:00,46,81.5,35.25,71.75,2,46.88,26.6,0.32,38.95,29.6,74
714,27-11-2020 13:00,48.5,86,32.5,70.75,2,45.09,27.02,0.36,38.65,29.62,78
715,27-11-2020 14:00,53.5,86.5,30.25,62.25,2,47.46,27.3,0.38,37.05,29.38,81.25
716,27-11-2020 15:00,33.5,61,27.75,40.75,2,47.305,26.15,0.33,40.17,29.23,75
717,27-11-2020 16:00,56,90.5,29.25,51.25,2,46.845,27.62,0.39,39.4,29.2,76.25
718,27-11-2020 17:00,75,107.5,40,69,2,43.825,26.05,0.36,41.28,29.27,78.5
719,27-11-2020 18:00,92.5,131.5,51.75,76,2,47.22,29.67,0.42,31.23,29.45,83.5
720,27-11-2020 19:00,103.5,157,51.5,80,2,47.69,31.2,0.47,32.43,29.45,84.75
721,27-11-2020 20:00,112,179.5,46.25,72.75,2,46.45,30.25,0.5,34.65,29.42,85
722,27-11-2020 21:00,101.5,149.5,55.75,72.75,2,45.01,27.17,0.61,34.85,29.4,83.75
723,27-11-2020 22:00,94,133,51.75,73.5,2,44.39,24.25,0.57,35.88,29.3,83
724,27-11-2020 23:00,98.5,148.5,42.75,68.75,2,44.825,25.32,0.54,35.22,29.43,83.75
725,28-11-2020 00:00,99.5,146,44.25,67.75,2,45.415,27.57,0.52,30.88,29.42,84.5
726,28-11-2020 01:00,94.5,135,41.5,65.75,2,44.875,26.5,0.28,30.98,29.4,83.5
727,28-11-2020 02:00,100,154.5,41,59.75,2,45.02,25.5,0.28,29,29.4,85
728,28-11-2020 03:00,109,190.5,42.75,54.5,2,44.74,27.3,0.29,26.45,29.42,86
729,28-11-2020 04:00,103.5,169.5,39.5,57.5,2,44.3,23.4,0.27,31.3,29.7,86
730,28-11-2020 05:00,100,163,40,52.75,2,42.975,24.02,0.36,27.65,29.42,86
731,28-11-2020 06:00,97,162,35.25,49.75,2,43.035,24.7,0.34,25.75,29.42,86
732,28-11-2020 07:00,89.5,140,29.5,42.25,2,44.19,26.43,0.38,22.2,29.5,86
733,28-11-2020 08:00,81.5,122,26,39.75,2,42.09,24.23,0.38,24.05,29.45,86
734,28-11-2020 09:00,88.5,129,22,41,2.5,42.95,29.1,0.4,19.9,29.42,86
735,28-11-2020 10:00,61.5,92,27,46.75,2,45.055,30.38,0.44,26.23,29.35,81
736,28-11-2020 11:00,51.5,83,23.5,46,2,42.445,27.77,0.47,34.05,29.52,77
737,28-11-2020 12:00,45.5,75.5,20.75,44.5,2,42.53,24.45,0.38,38.48,29.57,76.25
738,28-11-2020 13:00,49.5,80.5,17.75,42,2,44.76,22.6,0.39,41.6,29.55,74.5
739,28-11-2020 14:00,48.5,78,19.75,48,2,42.85,25.07,0.39,46.1,29.25,72.75
740,28-11-2020 15:00,45.5,72.5,18.5,47,2,43.425,25.92,0.38,46.2,29.12,73.25
741,28-11-2020 16:00,42.5,70,17.75,43.5,2,45.155,25.27,0.36,48.15,29.15,71.5
742,28-11-2020 17:00,41.5,69,20,44.75,2,46.68,28.05,0.42,49.35,29.2,69.75
743,28-11-2020 18:00,50,84,19.75,56,2,49.795,33.58,0.52,36.3,29.15,75.5
744,28-11-2020 19:00,53,89.5,22.75,66.5,2,50.67,40,0.61,21.05,29.17,77.75
745,28-11-2020 20:00,59,96,34,73.25,2,50.655,40.75,0.66,19.55,29.2,78.25
746,28-11-2020 21:00,65.5,102.5,34.25,83.5,2,49.345,47.38,0.73,7.65,29.2,81.5
747,28-11-2020 22:00,64,99.5,33,88.25,2,47.735,39.73,0.65,11.57,29.23,82.25
748,28-11-2020 23:00,70.5,107.5,28.75,71,2,47,42.95,0.67,7.95,29.25,82
749,29-11-2020 00:00,71,108.5,33.75,72,2,47.405,43.55,0.65,7.78,29.27,82.5
750,29-11-2020 01:00,72,109,33.25,75.25,2,46.54,40.65,0.6,6.97,29.3,82
751,29-11-2020 02:00,74.5,111.5,32.5,73.5,2,45.675,36.25,0.47,11.7,29.3,83.75
752,29-11-2020 03:00,63,95.5,25,59,2,45.13,26.85,0.37,16.15,29.25,84
753,29-11-2020 04:00,59.5,94,17.25,37.5,2,46.715,23.75,0.33,31.35,29.55,84
754,29-11-2020 05:00,65.5,103,21.25,37,2,46.845,22.62,0.3,30.23,29.25,84
755,29-11-2020 06:00,68.5,107,21.75,43.25,2,46.355,21.65,0.3,31.35,29.23,84
756,29-11-2020 07:00,74,116.5,21.75,54,2,40.385,23.95,0.33,28.9,29.27,84.75
757,29-11-2020 08:00,79.5,120,26.5,59.75,2,43,27.6,0.41,26.05,29.25,84.25
758,29-11-2020 09:00,59.5,95,32.25,67,2,44.445,27.15,0.5,37.75,29.2,77.5
759,29-11-2020 10:00,46.5,79,27.25,62,2.5,42.04,25.65,0.48,51.67,29.12,72.25
760,29-11-2020 11:00,37.5,65,26.75,54.75,2,37.16,23.3,0.42,55.15,29.4,68
761,29-11-2020 12:00,33.5,56.5,23,50.25,2,34.145,23.15,0.39,57.75,29.52,65.75
762,29-11-2020 13:00,29,51,21,45.75,2,28.08,24.25,0.42,58.48,29.48,64.75
763,29-11-2020 14:00,27.5,49.5,15.25,41.25,1,39.755,25.05,0.41,57.83,29.1,64.75
764,29-11-2020 15:00,23,42.5,15.5,46.5,1,38.25,25.45,0.4,63.28,29.02,61.75
765,29-11-2020 16:00,27.5,53.5,15.25,46,1,38.925,27.68,0.43,60.38,29.05,61.75
766,29-11-2020 17:00,30.5,57.5,20.25,56.25,2,47.39,30.9,0.42,56.43,29.1,65.25
767,29-11-2020 18:00,33,62.5,23.75,53,2,48.25,32.05,0.46,47.28,29.1,68.5
768,29-11-2020 19:00,41.5,78,24,60.75,1.5,50.275,41.05,0.63,23.9,29.15,76
769,29-11-2020 20:00,52,90.5,29.75,74.5,2,51.195,53.52,0.98,5.15,29.1,80
770,29-11-2020 21:00,60,97.5,39.5,102,2,50.96,54.45,1.2,2.67,29.12,81
771,29-11-2020 22:00,58.5,95.5,43,104.25,2,49.805,41.12,0.97,16.17,29.1,79.75
772,29-11-2020 23:00,49.5,86.5,36.25,88.25,2,48.4,32.83,0.65,32.62,29.1,77.25
773,30-11-2020 00:00,46.5,84,26.25,71.25,2,48.955,31.55,0.54,33.05,29.17,77.75
774,30-11-2020 01:00,45.5,82,29.5,61.5,2.5,46.345,30.4,0.48,27.15,29.2,79.25
775,30-11-2020 02:00,41,78,26,55.5,2,46.335,33.6,0.48,22.07,29.27,79.5
776,30-11-2020 03:00,38.5,77,21.75,51.5,2,46.66,37,0.47,18.1,29.35,80
777,30-11-2020 04:00,40.5,78.5,27.5,53,2,47.38,41.25,0.46,8.75,29.52,82
778,30-11-2020 05:00,41.5,78,27.5,52.5,2,45.8,34.25,0.42,8.57,29.3,82.25
779,30-11-2020 06:00,44,82.5,22.25,52.75,2,46.26,34.8,0.44,7.95,29.35,82.25
780,30-11-2020 07:00,47.5,87,21.5,64.5,2,45.885,41.77,0.58,2,29.3,83
781,30-11-2020 08:00,52,91.5,29.75,87.75,2,45.92,49.95,0.78,7.75,29.3,78.25
782,30-11-2020 09:00,46.5,85,39,92.5,2,43.33,34.6,0.41,49.83,29.3,62.75
783,30-11-2020 10:00,48.5,89,34.25,74.25,2,32.12,31.4,0.4,75.55,29.23,55.5
784,30-11-2020 11:00,45.5,84.5,36.25,76.25,2,38.62,29.73,0.41,84.4,29.4,52.5
785,30-11-2020 12:00,48,87,31.75,74.25,2,46.305,29.4,0.41,90.02,29.68,53.25
786,30-11-2020 13:00,45,81.5,33,81.5,2,44.225,25.7,0.48,88.65,29.75,55
787,30-11-2020 14:00,47.5,82.5,30,75.25,2,35.02,30,0.47,101.03,29.6,54.25
788,30-11-2020 15:00,47.5,84,31,79,1.5,39.49,29.05,0.47,104.33,29.6,56
789,30-11-2020 16:00,47,85.5,34.75,79.75,1.5,46.86,29.23,0.48,90.9,29.7,57.5
790,30-11-2020 17:00,46.5,87,37.25,82,2,48.925,28.75,0.44,77.78,29.28,60.5
791,30-11-2020 18:00,49.5,89.5,35.75,81.5,2,49.39,27.18,0.48,50.73,29.18,68.75
792,30-11-2020 19:00,51.5,89.5,31,80.25,2,49.525,31.12,0.53,38.52,29.2,74
793,30-11-2020 20:00,62.5,117,49,104,2,51.705,76.92,1.25,4.45,29.2,73.75
794,30-11-2020 21:00,83.5,142.5,83.5,172.75,2,52.935,92.8,1.9,1.25,29.25,71.25
795,30-11-2020 22:00,94.5,156,80.25,176,2.5,52.2,91.62,2,2.4,29.3,73.5
796,30-11-2020 23:00,86,129.5,84.5,187,2.5,51.89,83.92,1.8,1.55,29.33,76
