timestamp,PM2.5,PM10,NO2,CO,Ozone,Temp,RH
23-11-2020 05:00,55.5,81.5,27.17,0.27,56.03,29.23,74
23-11-2020 06:00,52.25,78.5,30.9,0.26,45.52,29.27,74.5
23-11-2020 07:00,58.5,86.5,36.67,0.33,29.02,29.25,78.5
23-11-2020 08:00,66,101.25,39.8,0.42,33.42,29.27,75.25
23-11-2020 09:00,69,121,42.8,0.56,50.35,29.17,66.5
23-11-2020 10:00,77,141.25,39.6,0.57,63.65,29.2,62.25
23-11-2020 11:00,68.75,130,34.02,0.55,69.67,29.62,57.75
23-11-2020 12:00,52.5,101,36.05,0.47,75.1,29.75,53.25
23-11-2020 13:00,50,97,30.98,0.43,78.85,29.62,50.5
23-11-2020 14:00,46.25,100.25,29.62,0.36,80.47,29.27,46.75
23-11-2020 15:00,42.5,91,28.3,0.3,80.38,29.25,44.25
23-11-2020 16:00,37.75,86.75,30,0.3,82.25,29.23,44.25
23-11-2020 17:00,38.75,89,30.2,0.32,87.97,29.25,46.75
23-11-2020 18:00,46.25,114.75,39.3,0.49,70.8,29.3,51.25
23-11-2020 19:00,58.25,146.75,49.33,0.67,56.55,29.25,53.75
23-11-2020 20:00,76,174,58.25,0.9,45.9,29.15,55.25
23-11-2020 21:00,79.5,176.5,64.2,0.97,41.67,29.15,54
23-11-2020 22:00,72,174,67.47,1,34.4,29.2,54.25
23-11-2020 23:00,72,174.5,71.47,0.97,25.6,29.2,53.75
24-11-2020 00:00,75.25,182,70.92,0.87,23.68,29.15,55.25
24-11-2020 01:00,82.75,166,57.77,0.62,35.12,29.12,55.75
24-11-2020 02:00,73.5,139.25,47.02,0.47,39.85,29.12,57.5
24-11-2020 03:00,65.5,125.75,46.67,0.43,30.55,29.25,60.25
24-11-2020 04:00,64.25,131.75,43.4,0.38,33.92,29.6,60.5
24-11-2020 05:00,63.25,118.75,49.48,0.45,25.23,29.23,64.25
24-11-2020 06:00,58.25,125.75,56.38,0.44,15.25,29.2,66
24-11-2020 07:00,61,121.75,53.95,0.47,19.83,29.2,65.5
24-11-2020 08:00,69.25,127,48.95,0.55,26.32,29.2,63.75
24-11-2020 09:00,72,140,44.58,0.5,44.35,29.15,59.5
24-11-2020 10:00,57,119.25,40,0.5,57.88,29.2,54.5
24-11-2020 11:00,46.75,102.5,37.77,0.46,65.9,29.7,52.5
24-11-2020 12:00,43.75,106,38.65,0.43,80.1,29.82,49.25
24-11-2020 13:00,45,110.75,16.62,0.4,84.88,29.3,45.5
24-11-2020 14:00,41.5,104.5,20.92,0.4,85.88,29.15,42.75
24-11-2020 15:00,40.25,95.5,27.6,0.39,81,29.35,39.25
24-11-2020 16:00,40.5,94.5,22.7,0.39,87.72,29.35,38.5
24-11-2020 17:00,40.25,105.5,23.27,0.28,77.7,29.07,35.75
24-11-2020 18:00,44.75,118.25,31.15,0.45,68.35,29.33,46.75
24-11-2020 19:00,51.75,155.25,41.82,0.61,51.65,29.27,51.5
24-11-2020 20:00,67.5,170.75,49.02,0.76,44.35,29.23,52.75
24-11-2020 21:00,75.25,183.75,58.48,0.95,31.15,29.3,57.25
24-11-2020 22:00,84.25,167.25,59.7,0.93,26.38,29.3,59.25
24-11-2020 23:00,79.5,155.5,54.83,0.91,25.6,29.25,60.75
25-11-2020 00:00,72.5,151.5,59.67,0.85,16.3,29.27,64
25-11-2020 01:00,69.75,141,55.62,0.71,18.45,29.27,62.75
25-11-2020 02:00,59.5,131.75,46.75,0.54,27.15,29.23,62.75
25-11-2020 03:00,64.5,125.75,42.92,0.5,29.1,29.23,64.25
25-11-2020 04:00,56.25,106.75,35.83,0.44,36.85,29.5,64.5
25-11-2020 05:00,51.5,98.25,32.25,0.36,38.08,29.3,66.25
25-11-2020 06:00,46,101.25,34.52,0.37,35.88,29.23,67.5
25-11-2020 07:00,54,101.75,33.97,0.42,42.2,29.15,65.5
25-11-2020 08:00,62,116.75,34.45,0.48,51.48,29.15,63
25-11-2020 09:00,68,137.75,39.53,0.52,53.65,29.17,59.75
25-11-2020 10:00,65.75,135.75,38.03,0.47,61.05,29.25,56.5
25-11-2020 11:00,56.75,119.5,36.73,0.52,67.62,29.62,52.25
25-11-2020 12:00,47.5,109.5,33.85,0.45,66.68,29.75,48.25
25-11-2020 13:00,38.5,104,29.38,0.42,63.98,29.95,46.25
25-11-2020 14:00,33.75,82.5,30.55,0.39,66.4,29.85,47.75
25-11-2020 15:00,33,80,32.27,0.41,64.68,29.88,49.75
25-11-2020 16:00,31.25,74.5,30.98,0.38,61.4,29.8,50.25
25-11-2020 17:00,26.25,69.25,24.68,0.44,60.88,29.8,54
25-11-2020 18:00,29,75,29.48,0.51,55.67,29.62,56.75
25-11-2020 19:00,35.25,73.75,32.58,0.6,52.05,29.58,59
25-11-2020 20:00,40,84.25,38.5,0.75,42.48,29.48,60.25
25-11-2020 21:00,51.5,99.25,42.67,0.71,39.68,29.5,63.75
25-11-2020 22:00,48.75,94,38.48,0.7,39.85,29.48,68
25-11-2020 23:00,43.25,83.25,33.88,0.62,38.78,29.55,69.5
26-11-2020 00:00,39.5,80.25,36.58,0.57,36.33,29.42,69.5
26-11-2020 01:00,43.75,88,37.85,0.48,36.85,29.5,65.5
26-11-2020 02:00,44,89.5,32.78,0.43,37.95,29.45,64.25
26-11-2020 03:00,47.25,81.5,29.38,0.41,40.4,29.48,73.5
26-11-2020 04:00,44.5,65.75,26.82,0.37,33.7,29.75,80
26-11-2020 05:00,35.5,52,26.57,0.38,31.38,29.52,76.75
26-11-2020 06:00,38.25,57.75,27,0.36,32.52,29.4,75
26-11-2020 07:00,34.25,57,26.35,0.38,35.55,29.4,75.25
26-11-2020 08:00,39.5,59.75,27.05,0.44,35.1,29.45,74.75
26-11-2020 09:00,41.5,64.5,28.1,0.39,38.55,29.42,72
26-11-2020 10:00,33.25,55.75,27.45,0.41,44.35,29.52,69.75
26-11-2020 11:00,30,63.75,24.2,0.41,46.67,29.77,67.5
26-11-2020 12:00,26.75,71,21.25,0.33,49.4,29.9,66.75
26-11-2020 13:00,22.75,66.75,20.73,0.42,53.8,29.83,64.25
26-11-2020 14:00,14.75,59.25,21.07,0.39,53,29.52,64.25
26-11-2020 15:00,20.75,48.5,21.6,0.39,52.25,29.52,64.5
26-11-2020 16:00,23.75,53.75,22.53,0.41,49.52,29.52,66.75
26-11-2020 17:00,25.5,64.5,22.88,0.36,43.17,29.3,68
26-11-2020 18:00,24,61,25.9,0.37,38.12,29.32,69.25
26-11-2020 19:00,26,60.75,35.53,0.54,26.57,29.3,71
26-11-2020 20:00,34.5,78.75,39.62,0.59,21.33,29.25,72.5
26-11-2020 21:00,44.75,86,35.4,0.65,30.6,29.25,71.75
26-11-2020 22:00,52,97.25,30.1,0.56,35.98,29.33,71.25
26-11-2020 23:00,51.75,90,29.75,0.58,37.43,29.3,72.25
27-11-2020 00:00,58.25,97,34.1,0.56,24.4,29.3,76
27-11-2020 01:00,54.25,83.25,31.55,0.42,21.67,29.33,79.75
27-11-2020 02:00,60.25,88.75,30.35,0.42,24.5,29.4,79
27-11-2020 03:00,64.5,90.25,26.32,0.42,24.9,29.52,82.75
27-11-2020 04:00,53.25,75.5,22.7,0.4,23.45,29.65,84
27-11-2020 05:00,41,64,23.18,0.42,23.02,29.4,84.25
27-11-2020 06:00,34.25,54.75,21.67,0.29,29.85,29.4,83
27-11-2020 07:00,22,32.75,20.1,0.25,36.1,29.42,84
27-11-2020 08:00,22.25,31.25,25.17,0.34,28.85,29.4,83.5
27-11-2020 09:00,32.25,57.75,28.65,0.36,27.3,29.4,82
27-11-2020 10:00,33,59.75,28.33,0.39,29.4,29.38,80.25
27-11-2020 11:00,33.75,55.5,27.27,0.44,32.83,29.65,78.25
27-11-2020 12:00,35.25,71.75,26.6,0.32,38.95,29.6,74
27-11-2020 13:00,32.5,70.75,27.02,0.36,38.65,29.62,78
27-11-2020 14:00,30.25,62.25,27.3,0.38,37.05,29.38,81.25
27-11-2020 15:00,27.75,40.75,26.15,0.33,40.17,29.23,75
27-11-2020 16:00,29.25,51.25,27.62,0.39,39.4,29.2,76.25
27-11-2020 17:00,40,69,26.05,0.36,41.28,29.27,78.5
27-11-2020 18:00,51.75,76,29.67,0.42,31.23,29.45,83.5
27-11-2020 19:00,51.5,80,31.2,0.47,32.43,29.45,84.75
27-11-2020 20:00,46.25,72.75,30.25,0.5,34.65,29.42,85
27-11-2020 21:00,55.75,72.75,27.17,0.61,34.85,29.4,83.75
27-11-2020 22:00,51.75,73.5,24.25,0.57,35.88,29.3,83
27-11-2020 23:00,42.75,68.75,25.32,0.54,35.22,29.43,83.75
28-11-2020 00:00,44.25,67.75,27.57,0.52,30.88,29.42,84.5
28-11-2020 01:00,41.5,65.75,26.5,0.28,30.98,29.4,83.5
28-11-2020 02:00,41,59.75,25.5,0.28,29,29.4,85
28-11-2020 03:00,42.75,54.5,27.3,0.29,26.45,29.42,86
28-11-2020 04:00,39.5,57.5,23.4,0.27,31.3,29.7,86
28-11-2020 05:00,40,52.75,24.02,0.36,27.65,29.42,86
28-11-2020 06:00,35.25,49.75,24.7,0.34,25.75,29.42,86
28-11-2020 07:00,29.5,42.25,26.43,0.38,22.2,29.5,86
28-11-2020 08:00,26,39.75,24.23,0.38,24.05,29.45,86
28-11-2020 09:00,22,41,29.1,0.4,19.9,29.42,86
28-11-2020 10:00,27,46.75,30.38,0.44,26.23,29.35,81
28-11-2020 11:00,23.5,46,27.77,0.47,34.05,29.52,77
28-11-2020 12:00,20.75,44.5,24.45,0.38,38.48,29.57,76.25
28-11-2020 13:00,17.75,42,22.6,0.39,41.6,29.55,74.5
28-11-2020 14:00,19.75,48,25.07,0.39,46.1,29.25,72.75
28-11-2020 15:00,18.5,47,25.92,0.38,46.2,29.12,73.25
28-11-2020 16:00,17.75,43.5,25.27,0.36,48.15,29.15,71.5
28-11-2020 17:00,20,44.75,28.05,0.42,49.35,29.2,69.75
28-11-2020 18:00,19.75,56,33.58,0.52,36.3,29.15,75.5
28-11-2020 19:00,22.75,66.5,40,0.61,21.05,29.17,77.75
28-11-2020 20:00,34,73.25,40.75,0.66,19.55,29.2,78.25
28-11-2020 21:00,34.25,83.5,47.38,0.73,7.65,29.2,81.5
28-11-2020 22:00,33,88.25,39.73,0.65,11.57,29.23,82.25
28-11-2020 23:00,28.75,71,42.95,0.67,7.95,29.25,82
29-11-2020 00:00,33.75,72,43.55,0.65,7.78,29.27,82.5
29-11-2020 01:00,33.25,75.25,40.65,0.6,6.97,29.3,82
29-11-2020 02:00,32.5,73.5,36.25,0.47,11.7,29.3,83.75
29-11-2020 03:00,25,59,26.85,0.37,16.15,29.25,84
29-11-2020 04:00,17.25,37.5,23.75,0.33,31.35,29.55,84
29-11-2020 05:00,21.25,37,22.62,0.3,30.23,29.25,84
29-11-2020 06:00,21.75,43.25,21.65,0.3,31.35,29.23,84
29-11-2020 07:00,21.75,54,23.95,0.33,28.9,29.27,84.75
29-11-2020 08:00,26.5,59.75,27.6,0.41,26.05,29.25,84.25
29-11-2020 09:00,32.25,67,27.15,0.5,37.75,29.2,77.5
29-11-2020 10:00,27.25,62,25.65,0.48,51.67,29.12,72.25
29-11-2020 11:00,26.75,54.75,23.3,0.42,55.15,29.4,68
29-11-2020 12:00,23,50.25,23.15,0.39,57.75,29.52,65.75
29-11-2020 13:00,21,45.75,24.25,0.42,58.48,29.48,64.75
29-11-2020 14:00,15.25,41.25,25.05,0.41,57.83,29.1,64.75
29-11-2020 15:00,15.5,46.5,25.45,0.4,63.28,29.02,61.75
29-11-2020 16:00,15.25,46,27.68,0.43,60.38,29.05,61.75
29-11-2020 17:00,20.25,56.25,30.9,0.42,56.43,29.1,65.25
29-11-2020 18:00,23.75,53,32.05,0.46,47.28,29.1,68.5
29-11-2020 19:00,24,60.75,41.05,0.63,23.9,29.15,76
29-11-2020 20:00,29.75,74.5,53.52,0.98,5.15,29.1,80
29-11-2020 21:00,39.5,102,54.45,1.2,2.67,29.12,81
29-11-2020 22:00,43,104.25,41.12,0.97,16.17,29.1,79.75
29-11-2020 23:00,36.25,88.25,32.83,0.65,32.62,29.1,77.25
30-11-2020 00:00,26.25,71.25,31.55,0.54,33.05,29.17,77.75
30-11-2020 01:00,29.5,61.5,30.4,0.48,27.15,29.2,79.25
30-11-2020 02:00,26,55.5,33.6,0.48,22.07,29.27,79.5
30-11-2020 03:00,21.75,51.5,37,0.47,18.1,29.35,80
30-11-2020 04:00,27.5,53,41.25,0.46,8.75,29.52,82
30-11-2020 05:00,27.5,52.5,34.25,0.42,8.57,29.3,82.25
30-11-2020 06:00,22.25,52.75,34.8,0.44,7.95,29.35,82.25
30-11-2020 07:00,21.5,64.5,41.77,0.58,2,29.3,83
30-11-2020 08:00,29.75,87.75,49.95,0.78,7.75,29.3,78.25
30-11-2020 09:00,39,92.5,34.6,0.41,49.83,29.3,62.75
30-11-2020 10:00,34.25,74.25,31.4,0.4,75.55,29.23,55.5
30-11-2020 11:00,36.25,76.25,29.73,0.41,84.4,29.4,52.5
30-11-2020 12:00,31.75,74.25,29.4,0.41,90.02,29.68,53.25
30-11-2020 13:00,33,81.5,25.7,0.48,88.65,29.75,55
30-11-2020 14:00,30,75.25,30,0.47,101.03,29.6,54.25
30-11-2020 15:00,31,79,29.05,0.47,104.33,29.6,56
30-11-2020 16:00,34.75,79.75,29.23,0.48,90.9,29.7,57.5
30-11-2020 17:00,37.25,82,28.75,0.44,77.78,29.28,60.5
30-11-2020 18:00,35.75,81.5,27.18,0.48,50.73,29.18,68.75
30-11-2020 19:00,31,80.25,31.12,0.53,38.52,29.2,74
30-11-2020 20:00,49,104,76.92,1.25,4.45,29.2,73.75
30-11-2020 21:00,83.5,172.75,92.8,1.9,1.25,29.25,71.25
30-11-2020 22:00,80.25,176,91.62,2,2.4,29.3,73.5
30-11-2020 23:00,84.5,187,83.92,1.8,1.55,29.33,76
01-12-2020 00:00,86,184,81.12,1.6,1.58,29.33,78
01-12-2020 01:00,84.25,166.5,62.1,1.3,10.12,29.3,79
01-12-2020 02:00,77.5,147.75,52,1.14,6.55,29.4,81.25
01-12-2020 03:00,73.75,144,65.12,1.28,0.4,29.4,83
01-12-2020 04:00,78.75,180.5,63.98,1.35,1.05,29.57,83.25
01-12-2020 05:00,85,183,64.38,1.06,0.95,29.3,84.25
01-12-2020 06:00,79.25,181.5,56.62,0.84,1.55,29.35,84
01-12-2020 07:00,81,163,48.45,0.69,2.97,29.35,85.25
01-12-2020 08:00,84.5,150.5,46.72,0.68,10.35,29.4,83
01-12-2020 09:00,79,146.25,38.5,0.53,44.32,29.38,73.25
01-12-2020 10:00,56.75,112,37.5,0.47,68.7,29.33,66.5
01-12-2020 11:00,49,106,31.25,0.37,82.03,29.6,59.75
01-12-2020 12:00,36,78,30.55,0.31,87.2,29.68,55.25
01-12-2020 13:00,31.25,77.25,28.38,0.45,89.8,29.57,51.25
01-12-2020 14:00,26,80.5,27.43,0.38,85.42,29.17,47.5
01-12-2020 15:00,28.5,70.25,26.95,0.36,93.3,29.25,46.75
01-12-2020 16:00,34.25,70.75,26.55,0.33,102.75,29.25,46.5
01-12-2020 17:00,29,71.25,26.18,0.28,99.9,29.15,47.25
01-12-2020 18:00,31.25,77.5,31.67,0.37,76,29.23,54.5
01-12-2020 19:00,40.75,91.25,42.68,0.6,53.35,29.3,63.5
01-12-2020 20:00,50.5,110.5,48.6,0.79,47.88,29.35,66.75
01-12-2020 21:00,54.75,112,52.38,0.87,36.97,29.3,68.5
01-12-2020 22:00,57.75,116.5,57.42,1.04,24.55,29.5,71.75
01-12-2020 23:00,71.5,135,68.9,1.19,10.68,29.5,73.75
02-12-2020 00:00,76.75,149.25,68.45,1.15,12.27,29.52,75.75
02-12-2020 01:00,73.25,147.5,61.48,1.11,12.05,29.6,77.25
02-12-2020 02:00,81.75,147.5,55.73,0.94,13.73,29.6,78
02-12-2020 03:00,75,135.5,45.7,0.74,20.4,29.65,79.25
02-12-2020 04:00,64.75,110,40.95,0.64,13.8,29.82,80.75
02-12-2020 05:00,60.5,102.5,37.02,0.59,13,29.5,83.25
02-12-2020 06:00,63.25,114,39.85,0.76,1.4,29.48,85.25
02-12-2020 07:00,76.75,140.25,39.45,0.85,1.2,29.55,86
02-12-2020 08:00,77.25,163,51.98,1.17,3.95,29.48,83.5
02-12-2020 09:00,73.75,184.5,69.67,1.21,23.4,29.42,70
02-12-2020 10:00,68.75,162.75,42.58,0.65,65.85,29.45,55.75
02-12-2020 11:00,37.25,90.5,34.98,0.46,75.78,29.82,51.75
02-12-2020 12:00,34.75,81.25,32.2,0.34,75.9,29.9,48.25
02-12-2020 13:00,33.25,76.25,28.92,0.3,76.47,30.07,45.75
02-12-2020 14:00,32.75,77.25,31.05,0.27,85.3,29.77,43.75
02-12-2020 15:00,40.5,79.5,30.85,0.25,96.85,29.75,42.75
02-12-2020 16:00,46.25,85.5,29.5,0.25,101.47,29.65,42.75
02-12-2020 17:00,41.75,94.5,27.85,0.32,94.8,29.58,42.75
02-12-2020 18:00,46.25,115,34.98,0.43,76.55,29.52,47.5
02-12-2020 19:00,58.5,145.25,42.3,0.61,75.07,29.45,50.25
02-12-2020 20:00,77.5,173.75,44.97,0.71,81.7,29.35,50.5
02-12-2020 21:00,85.25,178,49.6,0.77,67.85,29.3,52.75
02-12-2020 22:00,83.75,184.75,49.4,0.72,62.77,29.3,55
02-12-2020 23:00,77.5,186.5,54.23,0.76,44.15,29.32,60
03-12-2020 00:00,80.25,176.25,49.85,0.58,49.08,29.38,61.25
03-12-2020 01:00,80,141.5,42.05,0.33,51.25,29.38,64.25
03-12-2020 02:00,69.5,117.25,39.8,0.32,44.02,29.4,67.5
03-12-2020 03:00,72.5,119.25,41.9,0.29,31.55,29.42,73
03-12-2020 04:00,68.5,113.5,38.5,0.3,27.5,29.68,75.5
03-12-2020 05:00,71,115,39.9,0.38,14.6,29.42,78
03-12-2020 06:00,74.5,124.25,39.52,0.4,11.92,29.42,79.75
03-12-2020 07:00,76.25,126.25,43,0.43,10.9,29.45,80
03-12-2020 08:00,79,144,65.32,0.84,4.53,29.4,79.25
03-12-2020 09:00,85.25,182,77.77,1.1,28.17,29.42,66.75
03-12-2020 10:00,85.25,174.5,58.15,0.96,60.97,29.5,60
03-12-2020 11:00,78.25,174.25,47.62,0.79,78.8,29.73,54.25
03-12-2020 12:00,61.25,126,46.2,0.69,77.82,29.8,52.75
03-12-2020 13:00,47,101.25,39.77,0.58,79.45,29.82,52.5
03-12-2020 14:00,32.75,91.5,30.88,0.52,107.65,29.52,51.75
03-12-2020 15:00,42,90.75,32.4,0.5,99,29.58,50.5
03-12-2020 16:00,35.5,75,30.2,0.45,80.18,29.65,52.5
03-12-2020 17:00,36.25,72.75,32.08,0.48,69.58,29.6,54.75
03-12-2020 18:00,41,69.75,41.3,0.67,49.4,29.6,61.75
03-12-2020 19:00,40,89.5,56.73,0.94,26.47,29.45,69.5
03-12-2020 20:00,59.25,126,80.58,1.5,3.43,29.45,72.25
03-12-2020 21:00,72.75,164.75,86.18,1.68,4.33,29.5,72.25
03-12-2020 22:00,74.5,174.5,68.6,1.4,14.95,29.48,72.25
03-12-2020 23:00,73,152,62.35,1.16,18.77,29.5,71.75
04-12-2020 00:00,None,None,None,None,None,None,None
04-12-2020 01:00,None,None,None,None,None,None,None
04-12-2020 02:00,None,None,None,None,None,None,None
04-12-2020 03:00,None,None,None,None,None,None,None
04-12-2020 04:00,None,None,None,None,None,None,None
04-12-2020 05:00,None,None,None,None,None,None,None
04-12-2020 06:00,73,118,41.8,0.5,15.5,None,74
04-12-2020 07:00,74,121.5,41.4,0.5,16.9,29.45,73.5
04-12-2020 08:00,78.25,134.75,44.3,0.58,17.58,29.4,72.75
04-12-2020 09:00,82.5,152,46.08,0.78,31.23,29.42,67.25
04-12-2020 10:00,83.5,177.75,45.67,0.73,66.12,29.45,56.5
04-12-2020 11:00,75.75,159.25,42.6,0.72,72.07,29.77,55
04-12-2020 12:00,49.75,107,39.55,0.57,64.25,29.88,55.25
04-12-2020 13:00,28.5,80,31.12,0.31,68.1,29.5,53.25
04-12-2020 14:00,31,68.75,32.52,0.27,72.8,29.43,52.75
04-12-2020 15:00,31.75,61.5,31.4,0.23,70.3,29.38,51.25
04-12-2020 16:00,26.25,60.75,31.07,0.2,70.4,29.35,50.5
04-12-2020 17:00,27.75,62.5,28.45,0.32,69.35,29.4,50.25
04-12-2020 18:00,22,65.5,34.6,0.44,53.55,29.38,56.5
04-12-2020 19:00,27.75,83.25,54.27,0.77,27.67,29.5,63
04-12-2020 20:00,39.75,100.75,62.45,0.99,18.75,29.45,66.25
04-12-2020 21:00,57,125.25,70.35,1.24,7.25,29.33,69
04-12-2020 22:00,76.75,156.25,70.03,1.29,4.15,29.35,71.25
04-12-2020 23:00,78.75,149.75,66.5,1.19,6.28,29.42,72.25
05-12-2020 00:00,66.75,128.5,65.1,1.03,8.82,29.35,71.25
05-12-2020 01:00,60.25,131.25,57.38,0.82,16.07,29.4,67.75
05-12-2020 02:00,61,128.5,43.02,0.61,28.07,29.3,67.5
05-12-2020 03:00,59,109.5,36.6,0.51,30.5,29.33,71
05-12-2020 04:00,54.5,110.75,37.35,0.46,24.25,29.3,73.25
05-12-2020 05:00,60,112.25,34.68,0.4,24.95,29.33,75.25
05-12-2020 06:00,61.5,113,34.33,0.36,20.9,29.3,78
05-12-2020 07:00,56.75,94,38.17,0.4,20.22,29.3,79
05-12-2020 08:00,58.5,99.75,40.48,0.53,26.95,29.3,73.25
05-12-2020 09:00,63.5,123,40.9,0.55,42.42,29.32,65
05-12-2020 10:00,52.75,109.5,28.95,0.48,71.6,29.45,56
05-12-2020 11:00,41.75,93.5,27.05,0.35,77.8,29.55,47.75
05-12-2020 12:00,38,85,26.9,0.31,75.47,29.48,42.75
05-12-2020 13:00,36.75,80,24.32,0.2,75.2,29.45,41.25
05-12-2020 14:00,31.25,73.5,23.98,0.18,84.7,29.5,40.25
05-12-2020 15:00,27.25,72.5,22.95,0.16,82.98,29.52,39.5
05-12-2020 16:00,29.5,72,24,0.15,76.9,29.55,37.25
05-12-2020 17:00,26.5,69,25.4,0.28,78.7,29.58,39.5
05-12-2020 18:00,32.5,85,35.08,0.48,58.4,29.35,44.75
05-12-2020 19:00,40.5,116.5,51.2,0.77,29.8,29.2,49.75
05-12-2020 20:00,55,152.75,59.15,1.07,20.18,29.23,54
05-12-2020 21:00,69.25,168.75,66.85,1.27,17.5,29.2,55.25
05-12-2020 22:00,76.75,173,66.65,1.31,20.27,29.15,57.75
05-12-2020 23:00,78,167.75,50.88,1.02,38.95,29.2,55.5
06-12-2020 00:00,71.25,155.5,44.98,0.78,34.77,29.12,57
06-12-2020 01:00,58,131.5,43.38,0.64,32.62,29.15,59
06-12-2020 02:00,50.75,107.25,41.08,0.57,31.1,29.2,62.25
06-12-2020 03:00,46,98,38.95,0.5,29.5,29.2,61.5
06-12-2020 04:00,41.75,84.5,32.92,0.43,28.4,29.2,63.75
06-12-2020 05:00,37.75,76.75,29.32,0.43,28.38,29.17,64.75
06-12-2020 06:00,39.25,69.75,29.75,0.4,28.65,29.15,64
06-12-2020 07:00,47.25,81,36.35,0.48,20.25,29.12,66.75
06-12-2020 08:00,51.5,93,36.33,0.56,24.95,29.15,63.75
06-12-2020 09:00,56,108.75,37.2,0.63,49.57,29.2,56.25
06-12-2020 10:00,63.25,125,31.93,0.68,76.55,29.32,54.25
06-12-2020 11:00,56.5,110,28.2,0.67,83,29.5,52.75
06-12-2020 12:00,50.5,97.25,25.55,0.59,80.32,29.48,50.75
06-12-2020 13:00,43.5,83.75,23.92,0.4,78.75,29.45,48
06-12-2020 14:00,35.5,76,22.32,0.33,79.05,29.33,44.25
06-12-2020 15:00,31,68.5,20.27,0.28,76.35,29.38,41.5
06-12-2020 16:00,22,55.5,20.52,0.23,77.42,29.35,41.5
06-12-2020 17:00,21.25,57.25,20.17,0.32,79.67,29.3,42.25
06-12-2020 18:00,22,61.25,28.95,0.5,60.2,29.35,49.25
06-12-2020 19:00,34.25,74.75,40.47,0.74,39.95,29.25,56
06-12-2020 20:00,45,91.25,54.75,0.98,25.02,29.27,59.5
06-12-2020 21:00,49.25,108,62.98,1.09,18.53,29.27,60.75
06-12-2020 22:00,55.25,115.75,72.3,1.36,7.2,29.27,64.5
06-12-2020 23:00,67.5,142.25,73.28,1.57,4,29.23,65
07-12-2020 00:00,82.25,169.25,57,1.19,17.43,29.27,65.5
07-12-2020 01:00,74,136.5,43.35,0.83,25.3,29.25,65.25
07-12-2020 02:00,62.5,119.5,35.08,0.65,27.02,29.27,66.75
07-12-2020 03:00,53.25,96,32.25,0.48,28.3,29.27,68.25
07-12-2020 04:00,47.5,83.25,30.33,0.47,25.5,29.27,70.5
07-12-2020 05:00,47,83.25,26.95,0.43,23.93,29.25,71.75
07-12-2020 06:00,50,90,27.07,0.46,20.95,29.25,73.5
07-12-2020 07:00,50.5,90.5,32.65,0.52,16.7,29.23,76.75
07-12-2020 08:00,53.5,96.25,35,0.63,24.02,29.3,74.25
07-12-2020 09:00,57.75,109.5,29.82,0.58,51.6,29.3,67
07-12-2020 10:00,53.5,102,22.82,0.48,63.75,29.3,61.75
07-12-2020 11:00,40.75,77.5,24.1,0.51,69.02,29.45,58
07-12-2020 12:00,33.75,84.75,22.7,0.58,65.9,29.27,54.5
07-12-2020 13:00,30.25,77.75,17.1,0.03,57.25,29.98,51.25
07-12-2020 14:00,23,60.5,18.27,0.2,64.82,29.38,50
07-12-2020 15:00,24,60.75,17.1,0.15,65.95,28.65,48.25
07-12-2020 16:00,16.75,49.25,None,0.15,71.1,28.68,47.5
07-12-2020 17:00,15.25,55.5,27.9,0.46,70.5,28.98,48.75
07-12-2020 18:00,23.5,72.25,37.85,0.64,59.25,29.02,51.5
07-12-2020 19:00,30.25,104,53.12,0.85,42.5,28.9,52.5
07-12-2020 20:00,41,119.25,64.12,1.03,30.27,28.98,56.5
07-12-2020 21:00,52.75,129.25,60.57,0.83,40.92,29,57.5
07-12-2020 22:00,52,128.25,54.67,0.81,43.83,29,57.5
07-12-2020 23:00,52.5,121,57.92,0.75,40.02,29.02,59.25
08-12-2020 00:00,58.5,119.25,63.7,0.83,34.9,29.02,58.5
08-12-2020 01:00,72.25,131.25,63.15,0.8,30.95,29.05,61
08-12-2020 02:00,73.5,130.25,68.3,0.81,23.23,29.05,63.25
08-12-2020 03:00,72.5,127.5,57.7,0.81,24.9,29.12,66.5
08-12-2020 04:00,63.75,107,52.8,0.79,22.88,29.38,71
08-12-2020 05:00,63.25,105.75,50.73,0.84,21.7,29.02,73.25
08-12-2020 06:00,70.25,108.5,45.75,0.69,18.4,29.08,77
08-12-2020 07:00,59.5,96.25,43.23,0.46,15.5,29.1,80.75
08-12-2020 08:00,53.25,85.25,43.02,0.5,20.05,29.05,77
08-12-2020 09:00,60.5,107.5,53.97,0.73,38.02,29,65.25
08-12-2020 10:00,64.75,138,48.3,0.65,63.15,29.15,60.25
08-12-2020 11:00,42.5,107,38.97,0.52,72.28,29.7,56.25
08-12-2020 12:00,30.25,75.75,39.2,0.4,68.55,29.73,46
08-12-2020 13:00,23.5,70.5,34.6,0.33,64.35,29.65,40.25
08-12-2020 14:00,16.75,62,35.1,0.26,66.28,29.18,39
08-12-2020 15:00,9.75,51,35.7,0.26,71.35,29.18,38.75
08-12-2020 16:00,11.75,53.25,35.5,0.26,77.9,29.2,38.25
08-12-2020 17:00,20.75,53.5,34.02,0.39,85.15,29.1,39
08-12-2020 18:00,24.25,61.25,38.65,0.44,71.15,29.08,43.75
08-12-2020 18:28,28,62,49,0.6,56.1,29,48
