,created_at,air_pm25,air_pm10,cpcb_pm25,cpcb_pm10
268,2020-11-04 23:15:00,73.0,128.0,87.0,185.0
269,2020-11-04 23:30:00,73.0,125.0,87.0,185.0
270,2020-11-05 00:00:00,74.0,130.0,84.0,183.0
271,2020-11-05 00:15:00,81.0,134.0,84.0,183.0
272,2020-11-05 01:00:00,72.0,125.0,78.0,184.0
273,2020-11-05 01:15:00,75.0,127.0,78.0,184.0
274,2020-11-05 01:30:00,72.0,122.0,78.0,184.0
275,2020-11-05 01:45:00,71.0,116.0,77.0,156.0
276,2020-11-05 02:00:00,70.0,117.0,77.0,156.0
277,2020-11-05 02:15:00,71.0,120.0,77.0,156.0
278,2020-11-05 02:30:00,71.0,117.0,77.0,156.0
279,2020-11-05 02:45:00,70.0,123.0,70.0,140.0
280,2020-11-05 03:00:00,70.0,120.0,70.0,140.0
281,2020-11-05 03:15:00,70.0,116.0,70.0,140.0
282,2020-11-05 03:45:00,67.0,114.0,70.0,124.0
283,2020-11-05 04:00:00,68.0,119.0,70.0,124.0
284,2020-11-05 04:15:00,69.0,116.0,70.0,124.0
285,2020-11-05 04:30:00,71.0,123.0,70.0,124.0
286,2020-11-05 05:00:00,77.0,125.0,78.0,155.0
287,2020-11-05 05:15:00,79.0,125.0,78.0,155.0
288,2020-11-05 05:30:00,74.0,125.0,78.0,155.0
289,2020-11-05 05:45:00,77.0,125.0,74.0,169.0
290,2020-11-05 06:00:00,77.0,121.0,74.0,169.0
291,2020-11-05 06:15:00,78.0,125.0,74.0,169.0
292,2020-11-05 06:30:00,75.0,120.0,74.0,169.0
293,2020-11-05 07:00:00,71.0,118.0,75.0,154.0
294,2020-11-05 07:30:00,62.0,109.0,75.0,154.0
295,2020-11-05 07:45:00,64.0,110.0,64.0,160.0
296,2020-11-05 08:00:00,64.0,116.0,64.0,160.0
297,2020-11-05 08:15:00,63.0,112.0,64.0,160.0
298,2020-11-05 08:30:00,74.5,129.5,64.0,160.0
299,2020-11-05 08:45:00,58.0,107.0,73.0,183.0
300,2020-11-05 09:00:00,58.0,109.0,73.0,183.0
301,2020-11-05 09:45:00,45.0,85.0,46.0,116.0
302,2020-11-05 10:00:00,42.0,78.0,46.0,116.0
303,2020-11-05 10:15:00,42.0,84.0,46.0,116.0
304,2020-11-05 10:30:00,42.0,85.0,46.0,116.0
305,2020-11-05 10:45:00,45.0,88.0,41.0,97.0
306,2020-11-05 11:45:00,42.0,80.0,37.0,99.0
307,2020-11-05 12:15:00,42.0,81.0,37.0,99.0
308,2020-11-05 12:30:00,43.0,81.0,37.0,99.0
309,2020-11-05 13:00:00,44.0,82.0,38.0,97.0
310,2020-11-05 13:15:00,45.0,82.0,38.0,97.0
311,2020-11-05 13:30:00,45.0,83.0,38.0,97.0
312,2020-11-05 14:00:00,45.0,83.0,40.0,99.0
313,2020-11-05 14:45:00,45.0,83.0,43.0,90.0
314,2020-11-05 15:00:00,44.0,80.0,43.0,90.0
315,2020-11-05 15:45:00,45.0,82.0,38.0,99.0
316,2020-11-05 16:00:00,47.0,84.0,38.0,99.0
317,2020-11-05 16:45:00,46.0,89.0,53.0,120.0
318,2020-11-05 17:00:00,46.0,84.0,53.0,120.0
319,2020-11-05 17:15:00,47.0,1700.0,53.0,120.0
320,2020-11-05 17:30:00,49.0,103.0,53.0,120.0
321,2020-11-05 17:45:00,48.0,94.0,51.0,163.0
322,2020-11-05 18:30:00,53.0,107.0,51.0,163.0
323,2020-11-05 18:45:00,58.0,112.0,72.0,181.0
324,2020-11-05 19:15:00,58.0,109.0,72.0,181.0
325,2020-11-05 19:30:00,58.0,116.0,72.0,181.0
326,2020-11-05 19:45:00,58.0,114.0,81.0,175.0
327,2020-11-05 20:15:00,56.0,104.0,81.0,175.0
328,2020-11-05 20:30:00,54.0,101.0,81.0,175.0
329,2020-11-05 21:00:00,53.0,101.0,69.0,176.0
