,created_at,pm25,pm10,rh,temp
447,2020-11-05 18:00:00,25.1,28.1,35.74,31.37
448,2020-11-05 18:15:00,30.7,34.9,33.99,31.08
449,2020-11-05 18:30:00,33.5,41.7,34.08,30.91
450,2020-11-05 18:45:00,36.3,40.7,33.57,30.67
451,2020-11-05 19:00:00,35.7,42.3,34.81,30.47
452,2020-11-05 19:15:00,35.2,45.1,35.09,30.32
453,2020-11-05 19:30:00,33.2,38.9,35.06,30.19
454,2020-11-05 19:45:00,36.0,40.9,34.95,29.89
455,2020-11-05 20:00:00,35.2,40.8,35.89,29.81
456,2020-11-05 20:15:00,33.1,37.2,35.73,29.45
457,2020-11-05 20:30:00,31.8,37.0,35.5,29.05
458,2020-11-05 20:45:00,31.7,37.8,34.96,29.09
459,2020-11-05 21:00:00,30.3,34.0,34.36,29.11
460,2020-11-05 21:15:00,30.6,34.7,34.94,28.93
461,2020-11-05 21:30:00,33.0,37.0,36.21,28.99
462,2020-11-05 21:45:00,32.2,36.0,36.06,28.7
463,2020-11-05 22:00:00,32.9,37.0,36.71,28.52
464,2020-11-05 22:15:00,33.1,45.4,36.36,28.4
465,2020-11-05 22:30:00,32.2,36.1,38.8,28.34
466,2020-11-05 22:45:00,32.8,36.8,39.1,28.27
467,2020-11-05 23:00:00,36.0,41.9,38.94,28.23
468,2020-11-05 23:15:00,34.2,38.7,38.98,28.16
469,2020-11-05 23:30:00,33.8,40.1,39.25,28.15
470,2020-11-05 23:45:00,33.6,37.7,39.86,28.01
471,2020-11-06 00:00:00,33.0,38.1,38.74,27.86
472,2020-11-06 00:15:00,33.3,37.3,38.77,27.83
473,2020-11-06 00:30:00,32.9,36.8,38.94,27.89
474,2020-11-06 00:45:00,32.5,36.2,39.27,27.78
475,2020-11-06 01:00:00,32.5,36.2,41.5,27.89
476,2020-11-06 01:15:00,34.6,38.7,42.16,27.58
477,2020-11-06 01:30:00,35.6,40.0,43.45,27.24
478,2020-11-06 01:45:00,36.2,40.5,43.66,27.11
479,2020-11-06 02:15:00,22.7,43.1,44.99,26.49
480,2020-11-06 02:30:00,37.1,42.4,45.7,26.34
481,2020-11-06 02:45:00,37.1,41.5,45.14,26.24
482,2020-11-06 03:00:00,35.4,39.5,44.26,26.4
483,2020-11-06 03:15:00,35.5,39.9,42.93,26.49
484,2020-11-06 03:30:00,33.7,37.8,43.66,26.5
485,2020-11-06 03:45:00,32.6,42.2,41.94,26.49
486,2020-11-06 04:00:00,0.0,0.0,42.6,26.49
487,2020-11-06 04:15:00,39.8,44.3,42.97,26.35
488,2020-11-06 04:30:00,34.6,38.4,41.66,26.5
489,2020-11-06 04:45:00,30.8,34.2,41.8,26.49
490,2020-11-06 05:00:00,29.3,32.8,43.33,26.49
491,2020-11-06 05:15:00,13.8,16.8,43.79,26.61
492,2020-11-06 05:30:00,29.5,32.8,43.9,26.48
493,2020-11-06 05:45:00,27.9,31.1,44.3,26.34
494,2020-11-06 06:00:00,29.5,32.8,45.78,26.02
495,2020-11-06 06:15:00,28.6,31.9,44.9,25.86
496,2020-11-06 06:30:00,32.1,37.3,46.64,25.67
497,2020-11-06 06:45:00,29.0,32.4,45.7,25.63
498,2020-11-06 07:00:00,28.7,31.9,47.32,25.91
499,2020-11-06 07:15:00,33.3,37.4,47.44,26.22
500,2020-11-06 07:30:00,32.1,35.7,44.62,26.5
501,2020-11-06 07:45:00,33.4,39.7,42.78,26.79
502,2020-11-06 08:00:00,30.1,41.5,44.29,27.84
503,2020-11-06 08:15:00,33.2,40.7,37.81,28.16
504,2020-11-06 08:30:00,30.8,37.1,36.82,28.29
505,2020-11-06 08:45:00,32.8,37.7,36.33,28.34
506,2020-11-06 09:00:00,30.4,34.6,36.84,28.98
507,2020-11-06 09:15:00,29.7,33.2,35.87,29.36
508,2020-11-06 09:30:00,30.1,40.2,34.99,31.11
509,2020-11-06 09:45:00,31.9,37.8,34.7,31.63
510,2020-11-06 10:00:00,32.9,36.9,33.14,33.07
511,2020-11-06 10:15:00,33.8,38.2,33.28,33.29
512,2020-11-06 10:30:00,35.3,39.3,33.02,33.85
513,2020-11-06 10:45:00,34.8,38.5,33.31,33.9
514,2020-11-06 11:00:00,37.8,41.7,34.91,34.23
515,2020-11-06 11:15:00,40.1,44.3,34.38,34.89
516,2020-11-06 11:30:00,39.9,44.1,34.52,35.47
517,2020-11-06 11:45:00,43.3,47.5,36.49,35.06
518,2020-11-06 12:00:00,46.2,50.7,37.18,34.89
519,2020-11-06 12:15:00,45.5,50.3,37.4,34.6
520,2020-11-06 12:30:00,46.9,51.8,37.61,34.93
521,2020-11-06 12:45:00,44.7,49.0,38.38,35.24
522,2020-11-06 13:00:00,48.0,52.4,37.83,35.13
523,2020-11-06 13:15:00,51.5,56.2,39.03,35.24
524,2020-11-06 13:30:00,54.2,59.3,39.19,35.6
525,2020-11-06 13:45:00,50.4,54.8,38.69,35.98
526,2020-11-06 14:00:00,53.5,58.3,38.99,36.0
527,2020-11-06 14:30:00,55.1,60.1,39.76,37.1
528,2020-11-06 14:45:00,49.9,54.4,40.13,37.57
529,2020-11-06 15:15:00,47.7,51.8,40.5,37.88
530,2020-11-06 15:30:00,49.7,54.2,41.2,37.67
531,2020-11-06 15:45:00,50.9,55.7,41.81,37.15
532,2020-11-06 16:00:00,52.7,57.2,43.31,36.31
533,2020-11-06 16:15:00,50.1,54.4,43.44,35.48
534,2020-11-06 16:30:00,51.6,56.2,44.86,35.22
535,2020-11-06 16:45:00,56.1,60.9,46.08,34.76
536,2020-11-06 17:00:00,54.8,59.8,48.05,34.09
537,2020-11-06 17:15:00,55.6,60.8,49.4,33.81
538,2020-11-06 17:30:00,56.9,61.8,50.68,33.31
539,2020-11-06 17:45:00,59.1,64.5,52.02,32.75
540,2020-11-06 18:00:00,63.3,68.8,53.55,32.14
541,2020-11-06 18:15:00,63.0,69.0,53.81,32.08
542,2020-11-06 18:30:00,70.4,76.7,53.96,32.08
543,2020-11-06 18:45:00,63.9,70.1,52.69,32.1
544,2020-11-06 19:00:00,68.4,75.0,52.65,32.1
545,2020-11-06 19:15:00,69.8,76.6,52.33,32.1
546,2020-11-06 19:30:00,68.6,74.5,51.85,31.84
547,2020-11-06 19:45:00,69.9,76.9,51.82,32.03
548,2020-11-06 20:00:00,66.7,73.4,52.29,31.49
549,2020-11-06 20:15:00,67.1,73.5,52.32,31.2
550,2020-11-06 20:30:00,65.2,71.1,52.96,31.22
551,2020-11-06 20:45:00,68.8,75.2,53.35,31.15
552,2020-11-06 21:00:00,76.6,83.8,53.38,31.14
553,2020-11-06 21:15:00,77.7,85.0,52.43,31.14
554,2020-11-06 21:30:00,78.2,85.5,52.59,31.14
555,2020-11-06 21:45:00,80.1,87.7,53.05,31.09
556,2020-11-06 22:00:00,82.6,90.3,53.53,30.48
557,2020-11-06 22:15:00,77.9,85.1,53.71,30.51
558,2020-11-06 22:30:00,78.9,86.0,54.97,30.36
559,2020-11-06 22:45:00,81.6,88.7,55.89,30.12
560,2020-11-06 23:00:00,84.2,92.0,56.91,29.78
561,2020-11-06 23:15:00,82.2,89.6,57.0,29.8
562,2020-11-06 23:30:00,85.2,92.8,57.77,29.64
563,2020-11-06 23:45:00,81.7,88.9,58.15,29.65
564,2020-11-07 00:00:00,83.1,90.7,59.5,29.22
565,2020-11-07 00:15:00,88.5,96.4,59.96,29.15
566,2020-11-07 00:30:00,89.5,97.2,60.05,29.16
567,2020-11-07 00:45:00,87.8,95.4,59.73,29.14
568,2020-11-07 01:00:00,84.4,91.7,59.73,29.16
569,2020-11-07 01:15:00,86.7,94.4,59.64,29.19
570,2020-11-07 01:30:00,89.7,97.6,61.01,28.59
571,2020-11-07 01:45:00,89.8,98.0,61.54,28.48
572,2020-11-07 02:00:00,88.7,96.7,59.99,29.28
573,2020-11-07 02:15:00,91.7,99.8,60.46,29.01
574,2020-11-07 02:30:00,91.1,98.9,61.31,28.61
575,2020-11-07 03:00:00,76.5,83.0,59.43,28.92
576,2020-11-07 03:15:00,75.7,82.2,59.22,28.83
577,2020-11-07 03:30:00,76.2,83.0,58.99,28.83
578,2020-11-07 03:45:00,76.4,83.0,58.41,28.89
579,2020-11-07 04:00:00,72.6,78.8,58.58,28.89
580,2020-11-07 04:15:00,78.6,85.3,58.67,28.6
581,2020-11-07 04:30:00,77.0,83.8,58.5,28.74
582,2020-11-07 04:45:00,76.3,83.2,58.35,28.82
583,2020-11-07 05:00:00,76.1,82.8,57.91,28.62
584,2020-11-07 05:15:00,77.0,83.9,57.76,28.83
585,2020-11-07 05:30:00,70.6,77.0,57.85,28.8
586,2020-11-07 05:45:00,71.5,77.7,57.03,28.69
587,2020-11-07 06:00:00,66.9,73.2,56.45,28.73
588,2020-11-07 06:15:00,62.4,68.3,55.65,28.19
589,2020-11-07 06:30:00,59.1,64.9,54.54,28.13
590,2020-11-07 06:45:00,56.2,61.7,53.75,28.05
591,2020-11-07 07:00:00,59.5,65.4,54.07,28.48
592,2020-11-07 07:15:00,59.6,65.6,54.42,28.73
593,2020-11-07 07:30:00,58.0,63.6,53.1,29.01
594,2020-11-07 07:45:00,58.6,64.5,51.01,29.29
595,2020-11-07 08:00:00,52.6,58.1,49.99,29.64
596,2020-11-07 08:15:00,51.5,57.2,45.82,29.63
597,2020-11-07 08:30:00,51.2,56.9,46.65,29.94
598,2020-11-07 08:45:00,51.1,56.6,45.73,30.66
599,2020-11-07 09:00:00,51.5,56.9,44.03,31.1
600,2020-11-07 09:15:00,49.4,54.4,44.04,31.4
601,2020-11-07 09:30:00,47.2,52.2,43.06,31.43
602,2020-11-07 09:45:00,49.4,55.0,42.35,31.55
603,2020-11-07 10:00:00,48.4,53.4,42.7,31.8
604,2020-11-07 10:15:00,53.2,58.6,42.37,32.28
605,2020-11-07 10:30:00,53.2,59.0,41.98,32.82
606,2020-11-07 10:45:00,51.5,56.7,41.92,33.28
607,2020-11-07 11:00:00,52.9,58.1,41.41,33.79
608,2020-11-07 11:15:00,52.1,57.0,41.59,34.06
609,2020-11-07 11:30:00,52.0,57.0,41.96,33.82
610,2020-11-07 11:45:00,53.0,57.9,41.45,34.12
611,2020-11-07 12:00:00,50.4,54.9,41.48,34.79
612,2020-11-07 12:15:00,50.9,55.4,41.07,35.12
613,2020-11-07 12:30:00,50.9,55.6,40.6,35.56
614,2020-11-07 12:45:00,50.4,55.1,40.14,35.65
615,2020-11-07 13:00:00,49.9,54.4,39.55,36.43
616,2020-11-07 13:15:00,49.1,53.4,39.35,36.73
617,2020-11-07 13:30:00,47.7,52.0,38.33,37.46
618,2020-11-07 13:45:00,47.7,51.7,37.43,37.93
619,2020-11-07 14:00:00,47.7,51.8,38.05,37.13
620,2020-11-07 14:15:00,48.1,52.2,37.87,37.67
621,2020-11-07 14:30:00,45.9,49.8,37.29,37.93
622,2020-11-07 14:45:00,49.1,53.4,38.59,37.67
623,2020-11-07 15:00:00,48.3,52.5,37.94,37.67
624,2020-11-07 15:15:00,22.4,24.5,38.55,37.22
625,2020-11-07 15:30:00,46.2,50.1,38.0,37.25
626,2020-11-07 15:45:00,47.9,52.0,38.1,37.69
627,2020-11-07 16:00:00,47.0,51.2,39.17,37.19
628,2020-11-07 16:15:00,54.3,59.2,40.24,36.24
629,2020-11-07 16:30:00,53.6,58.3,41.68,35.67
630,2020-11-07 16:45:00,56.8,61.9,43.55,34.44
631,2020-11-07 17:00:00,60.9,66.3,44.42,33.99
632,2020-11-07 17:15:00,62.5,68.2,46.47,33.18
633,2020-11-07 17:30:00,66.1,72.3,47.6,32.49
634,2020-11-07 17:45:00,64.4,70.3,47.68,32.29
635,2020-11-07 18:00:00,65.3,71.4,48.18,32.2
636,2020-11-07 18:15:00,70.5,77.4,48.47,32.03
637,2020-11-07 18:30:00,70.0,76.7,49.08,31.9
638,2020-11-07 18:45:00,72.3,79.3,49.31,31.53
639,2020-11-07 19:00:00,71.2,78.0,48.62,31.61
640,2020-11-07 19:15:00,66.4,73.0,48.53,31.55
641,2020-11-07 19:30:00,65.0,71.7,48.91,31.27
642,2020-11-07 19:45:00,62.4,68.6,49.43,30.95
643,2020-11-07 20:00:00,67.3,74.2,49.47,30.65
644,2020-11-07 20:15:00,60.9,66.9,48.61,30.37
645,2020-11-07 20:30:00,59.0,65.1,48.15,30.18
646,2020-11-07 20:45:00,52.2,57.4,47.63,30.0
647,2020-11-07 21:00:00,52.0,57.2,47.46,29.87
648,2020-11-07 21:15:00,49.8,54.8,47.1,29.68
649,2020-11-07 21:30:00,45.8,50.5,46.44,29.61
650,2020-11-07 21:45:00,47.7,52.6,46.31,29.45
651,2020-11-07 22:00:00,47.0,51.9,46.64,29.3
652,2020-11-07 22:15:00,48.7,53.9,46.55,29.3
653,2020-11-07 22:30:00,47.4,52.4,46.22,29.14
654,2020-11-07 22:45:00,46.8,52.1,45.78,29.22
655,2020-11-07 23:00:00,45.5,50.5,45.73,29.06
656,2020-11-07 23:15:00,45.7,50.8,45.58,29.29
657,2020-11-07 23:30:00,48.2,53.4,46.18,29.3
658,2020-11-07 23:45:00,48.2,53.8,45.54,29.19
659,2020-11-08 00:00:00,44.3,49.2,45.35,28.73
660,2020-11-08 00:15:00,38.3,42.4,44.85,28.53
661,2020-11-08 00:30:00,38.2,42.3,44.7,28.73
662,2020-11-08 00:45:00,38.1,42.2,45.05,28.44
663,2020-11-08 01:00:00,38.0,42.3,44.75,28.55
664,2020-11-08 01:30:00,37.3,41.4,43.99,28.82
665,2020-11-08 01:45:00,37.3,41.1,45.21,28.71
666,2020-11-08 02:00:00,40.2,44.4,44.69,28.34
667,2020-11-08 02:15:00,41.5,46.0,44.7,28.21
668,2020-11-08 02:30:00,44.2,48.9,44.5,28.14
669,2020-11-08 02:45:00,41.4,45.8,45.03,27.75
670,2020-11-08 03:00:00,42.2,46.9,45.86,27.63
671,2020-11-08 03:30:00,40.8,45.0,45.89,27.87
672,2020-11-08 03:45:00,39.1,43.5,45.72,27.8
673,2020-11-08 04:00:00,41.7,46.4,45.53,27.65
674,2020-11-08 04:15:00,39.8,44.2,46.14,27.37
675,2020-11-08 04:30:00,38.5,42.7,44.15,27.28
676,2020-11-08 04:45:00,38.5,42.7,44.13,27.05
677,2020-11-08 05:00:00,43.0,47.6,43.16,27.11
678,2020-11-08 05:15:00,46.9,52.0,43.17,26.93
679,2020-11-08 05:30:00,43.1,47.8,44.63,27.11
680,2020-11-08 05:45:00,44.0,48.5,44.09,27.05
681,2020-11-08 06:00:00,44.2,49.2,45.0,26.89
682,2020-11-08 06:15:00,43.4,48.1,45.93,26.93
683,2020-11-08 06:30:00,48.4,53.5,46.98,26.8
684,2020-11-08 06:45:00,51.1,56.5,47.34,26.87
685,2020-11-08 07:00:00,53.9,59.7,46.09,27.08
686,2020-11-08 07:15:00,57.3,63.8,45.98,27.41
687,2020-11-08 07:30:00,55.9,62.0,42.48,27.75
688,2020-11-08 07:45:00,53.2,59.1,42.4,28.02
689,2020-11-08 08:00:00,60.1,67.0,39.47,28.33
690,2020-11-08 08:15:00,55.9,62.4,39.83,28.5
691,2020-11-08 08:30:00,55.3,61.7,38.01,29.07
692,2020-11-08 08:45:00,56.1,62.2,37.94,29.5
693,2020-11-08 09:00:00,54.3,60.6,37.74,29.93
694,2020-11-08 09:45:00,45.8,50.6,38.02,28.49
695,2020-11-08 10:00:00,45.4,50.1,38.33,28.76
696,2020-11-08 10:15:00,42.0,46.5,37.69,29.3
697,2020-11-08 10:45:00,39.2,43.5,38.24,29.57
698,2020-11-08 11:00:00,40.2,44.5,38.75,29.89
699,2020-11-08 11:15:00,38.6,42.8,38.72,29.9
700,2020-11-08 11:30:00,35.3,38.9,37.5,30.13
701,2020-11-08 11:45:00,32.8,36.4,36.59,30.35
702,2020-11-08 13:00:00,28.5,31.5,31.36,33.82
703,2020-11-08 13:15:00,28.2,31.1,30.22,34.38
704,2020-11-08 13:30:00,27.5,30.3,29.64,35.22
705,2020-11-08 13:45:00,27.0,29.9,28.44,35.7
706,2020-11-08 14:00:00,27.0,29.7,28.42,35.88
707,2020-11-08 14:15:00,26.0,28.8,28.21,35.81
708,2020-11-08 14:30:00,24.8,27.1,28.61,35.8
709,2020-11-08 14:45:00,26.6,29.3,28.66,35.47
710,2020-11-08 15:00:00,26.3,28.8,28.31,36.01
711,2020-11-08 15:15:00,25.9,28.4,29.01,35.26
712,2020-11-08 15:30:00,26.7,29.3,29.06,34.95
713,2020-11-08 15:45:00,23.9,26.1,29.14,34.92
714,2020-11-08 16:00:00,23.6,25.9,28.59,34.32
715,2020-11-08 16:15:00,23.4,25.6,27.94,34.6
716,2020-11-08 16:30:00,23.4,25.7,28.3,33.77
717,2020-11-08 16:45:00,22.5,24.9,28.68,33.94
718,2020-11-08 17:00:00,22.0,24.3,29.25,33.14
719,2020-11-08 17:15:00,25.4,28.3,30.41,32.27
720,2020-11-08 17:30:00,24.4,26.9,32.96,31.94
721,2020-11-08 17:45:00,25.6,28.6,36.02,31.37
722,2020-11-08 18:00:00,28.5,33.4,34.61,30.84
723,2020-11-08 18:15:00,32.6,36.5,35.41,30.4
724,2020-11-08 18:30:00,31.0,34.5,38.59,30.22
725,2020-11-08 18:45:00,34.7,38.6,37.19,30.03
726,2020-11-08 19:00:00,33.5,38.1,39.23,30.22
727,2020-11-08 19:15:00,37.4,41.5,38.71,29.61
728,2020-11-08 19:30:00,36.8,41.1,40.0,29.41
729,2020-11-08 19:45:00,36.0,40.0,39.7,29.44
730,2020-11-08 20:00:00,40.3,44.7,40.01,29.29
731,2020-11-08 20:15:00,40.1,44.7,40.54,28.83
732,2020-11-08 20:30:00,40.3,44.9,39.36,28.56
733,2020-11-08 20:45:00,43.7,49.7,39.67,28.28
734,2020-11-08 21:00:00,45.4,50.4,39.83,28.48
735,2020-11-08 21:15:00,42.6,47.7,39.8,27.97
736,2020-11-08 21:30:00,43.0,48.1,40.24,27.73
737,2020-11-08 21:45:00,41.4,46.3,39.59,27.65
738,2020-11-08 22:00:00,39.2,43.7,38.52,27.6
739,2020-11-08 22:15:00,39.8,44.6,38.03,27.46
740,2020-11-08 22:30:00,36.3,40.4,36.43,27.37
741,2020-11-08 22:45:00,36.4,40.7,36.18,27.32
742,2020-11-08 23:00:00,36.6,40.9,36.7,26.96
743,2020-11-08 23:15:00,36.0,40.0,36.47,26.92
744,2020-11-08 23:30:00,35.8,39.8,36.84,26.99
745,2020-11-08 23:45:00,35.0,40.3,36.28,26.76
746,2020-11-09 00:00:00,35.5,39.4,37.5,26.63
747,2020-11-09 00:15:00,35.6,39.4,37.94,26.49
748,2020-11-09 00:30:00,35.6,39.4,36.66,26.22
749,2020-11-09 00:45:00,34.8,38.9,37.26,26.17
750,2020-11-09 01:00:00,35.8,39.5,37.07,26.11
751,2020-11-09 01:15:00,35.5,39.3,37.25,25.9
752,2020-11-09 01:30:00,36.1,39.8,37.95,25.79
753,2020-11-09 01:45:00,38.5,42.7,37.24,25.61
754,2020-11-09 02:00:00,38.5,42.8,38.06,25.66
755,2020-11-09 02:15:00,40.4,44.9,38.81,25.61
756,2020-11-09 02:30:00,40.6,45.1,40.71,25.34
757,2020-11-09 02:45:00,43.7,48.3,42.45,25.18
758,2020-11-09 03:00:00,45.1,49.8,44.29,24.73
759,2020-11-09 03:15:00,48.5,53.7,45.21,24.33
760,2020-11-09 03:30:00,51.2,56.6,46.19,23.99
761,2020-11-09 03:45:00,49.7,55.0,47.02,23.83
762,2020-11-09 04:00:00,53.6,59.3,47.58,23.7
763,2020-11-09 04:15:00,52.2,57.7,48.02,23.69
764,2020-11-09 04:30:00,56.1,62.2,47.43,23.59
765,2020-11-09 04:45:00,60.5,66.9,47.63,23.43
766,2020-11-09 05:00:00,63.3,70.7,47.2,23.46
767,2020-11-09 05:15:00,66.3,74.0,46.54,23.51
768,2020-11-09 05:30:00,67.3,74.9,47.37,23.53
769,2020-11-09 05:45:00,78.0,86.9,47.5,23.43
770,2020-11-09 06:00:00,76.2,84.7,49.24,23.49
771,2020-11-09 06:15:00,93.1,103.7,50.57,23.37
772,2020-11-09 06:30:00,100.1,112.4,49.03,23.09
773,2020-11-09 06:45:00,98.7,117.4,48.66,23.06
774,2020-11-09 07:00:00,98.9,111.1,48.49,23.46
775,2020-11-09 07:30:00,88.2,98.8,49.89,23.72
776,2020-11-09 07:45:00,86.9,97.2,49.98,24.3
777,2020-11-09 08:00:00,92.0,103.2,48.96,24.79
778,2020-11-09 08:15:00,99.9,111.1,46.55,25.27
779,2020-11-09 08:30:00,105.3,117.8,44.38,25.57
780,2020-11-09 08:45:00,104.6,117.0,42.72,26.09
781,2020-11-09 09:00:00,95.5,106.4,40.91,26.78
782,2020-11-09 09:15:00,74.8,82.9,35.99,27.54
783,2020-11-09 09:30:00,68.5,76.0,34.92,27.6
784,2020-11-09 09:45:00,66.0,73.4,35.11,28.42
785,2020-11-09 10:00:00,62.4,69.0,35.21,28.85
786,2020-11-09 10:15:00,53.6,59.5,33.47,28.77
787,2020-11-09 10:30:00,51.3,57.2,33.33,29.07
788,2020-11-09 10:45:00,54.4,60.1,32.6,29.38
789,2020-11-09 11:00:00,53.1,58.8,32.04,30.09
790,2020-11-09 11:15:00,46.2,50.9,30.24,30.39
791,2020-11-09 11:30:00,39.4,43.6,27.94,30.6
792,2020-11-09 11:45:00,44.3,49.2,29.8,30.84
793,2020-11-09 12:00:00,43.9,48.4,29.03,30.69
794,2020-11-09 12:15:00,40.1,44.0,27.83,31.14
795,2020-11-09 12:30:00,40.9,45.1,26.91,31.73
796,2020-11-09 12:45:00,37.5,41.5,25.46,32.04
797,2020-11-09 13:00:00,40.7,45.0,24.77,31.82
798,2020-11-09 13:15:00,39.7,44.0,24.36,32.43
799,2020-11-09 13:30:00,40.8,45.0,25.11,33.12
800,2020-11-09 13:45:00,36.6,40.1,22.76,33.4
801,2020-11-09 14:00:00,37.8,41.6,22.64,32.87
802,2020-11-09 14:15:00,38.4,42.3,22.26,33.02
803,2020-11-09 14:30:00,38.7,42.8,22.14,33.12
804,2020-11-09 14:45:00,40.6,44.7,23.01,33.4
805,2020-11-09 15:00:00,44.8,49.1,22.78,33.57
806,2020-11-09 15:15:00,45.6,50.2,23.26,33.48
807,2020-11-09 15:30:00,50.3,55.5,23.91,33.2
808,2020-11-09 15:45:00,48.8,54.0,23.22,33.13
809,2020-11-09 16:00:00,49.5,54.5,23.86,33.02
810,2020-11-09 16:15:00,51.2,56.3,23.97,32.93
811,2020-11-09 16:30:00,52.2,57.6,25.18,31.95
812,2020-11-09 16:45:00,53.5,59.1,24.88,31.82
813,2020-11-09 17:00:00,56.0,62.0,26.26,31.49
814,2020-11-09 17:15:00,56.0,62.0,28.61,30.86
815,2020-11-09 17:30:00,59.5,66.5,29.29,30.08
816,2020-11-09 17:45:00,59.3,66.2,32.25,29.76
817,2020-11-09 18:00:00,59.8,66.6,33.07,29.29
818,2020-11-09 18:15:00,65.0,73.1,32.82,28.73
819,2020-11-09 18:30:00,69.7,77.9,31.51,28.34
820,2020-11-09 18:45:00,71.2,80.0,31.73,28.1
821,2020-11-09 19:00:00,74.0,82.3,32.94,28.05
822,2020-11-09 19:15:00,77.3,86.2,33.78,28.03
823,2020-11-09 19:30:00,81.1,89.4,33.4,27.83
824,2020-11-09 19:45:00,85.4,95.1,33.78,27.6
825,2020-11-09 20:00:00,86.3,96.4,35.31,27.59
826,2020-11-09 20:15:00,89.0,98.7,35.47,27.21
827,2020-11-09 20:30:00,88.7,99.0,35.37,27.22
828,2020-11-09 20:45:00,87.0,96.9,37.4,26.96
829,2020-11-09 21:00:00,85.9,95.1,35.76,26.6
830,2020-11-09 21:15:00,85.9,95.5,36.55,26.75
831,2020-11-09 21:30:00,92.7,103.2,36.37,26.5
832,2020-11-09 21:45:00,87.6,97.7,36.58,26.49
833,2020-11-09 22:00:00,85.6,94.8,37.11,26.49
834,2020-11-09 22:15:00,88.5,98.3,38.91,26.43
835,2020-11-09 22:30:00,87.1,96.9,37.3,26.01
836,2020-11-09 22:45:00,85.4,94.6,37.28,25.92
837,2020-11-09 23:00:00,86.1,95.9,38.48,25.92
838,2020-11-09 23:15:00,80.1,88.6,38.88,25.79
839,2020-11-09 23:30:00,80.3,89.4,40.75,25.74
840,2020-11-09 23:45:00,84.7,94.8,40.13,25.47
841,2020-11-10 00:00:00,81.7,90.7,39.41,25.38
842,2020-11-10 00:15:00,81.6,90.8,38.4,25.1
843,2020-11-10 00:30:00,84.3,93.8,38.34,25.07
844,2020-11-10 00:45:00,84.3,93.7,39.33,25.09
845,2020-11-10 01:00:00,83.3,92.7,38.64,24.99
846,2020-11-10 01:15:00,87.1,96.8,38.85,24.87
847,2020-11-10 01:30:00,87.8,97.8,39.35,24.89
848,2020-11-10 01:45:00,88.4,98.4,39.52,24.76
849,2020-11-10 02:00:00,90.3,100.8,39.91,24.51
850,2020-11-10 02:15:00,86.5,96.1,39.97,24.47
851,2020-11-10 02:30:00,88.8,99.0,40.33,24.51
852,2020-11-10 02:45:00,86.9,96.6,41.0,24.53
853,2020-11-10 03:00:00,87.6,97.2,41.39,24.41
854,2020-11-10 03:15:00,87.5,97.4,41.52,24.18
855,2020-11-10 03:30:00,86.8,96.5,41.29,24.1
856,2020-11-10 03:45:00,85.7,94.8,41.25,24.1
857,2020-11-10 04:00:00,81.8,90.8,41.45,24.03
858,2020-11-10 04:15:00,81.4,90.3,40.23,24.03
859,2020-11-10 04:30:00,78.6,87.4,39.44,23.96
860,2020-11-10 04:45:00,78.9,87.4,40.7,24.0
861,2020-11-10 05:00:00,81.8,91.0,39.97,23.95
862,2020-11-10 05:15:00,82.5,92.0,41.1,23.81
863,2020-11-10 05:30:00,85.6,95.4,41.06,23.87
864,2020-11-10 05:45:00,82.5,92.1,43.51,23.83
865,2020-11-10 06:00:00,85.7,95.3,43.0,23.69
866,2020-11-10 06:15:00,83.3,93.0,42.31,23.6
867,2020-11-10 06:30:00,81.0,90.8,41.81,23.69
868,2020-11-10 06:45:00,86.9,97.1,41.07,23.7
869,2020-11-10 07:00:00,82.8,92.1,40.54,23.74
870,2020-11-10 07:15:00,81.8,91.6,40.01,24.0
871,2020-11-10 07:30:00,84.9,95.0,39.29,24.32
872,2020-11-10 07:45:00,84.5,94.5,38.26,24.77
873,2020-11-10 08:15:00,77.4,86.5,37.26,25.71
874,2020-11-10 08:30:00,81.1,90.4,36.08,26.04
875,2020-11-10 08:45:00,82.9,92.6,36.54,26.48
876,2020-11-10 09:00:00,73.0,81.0,36.47,26.53
877,2020-11-10 09:15:00,71.2,79.1,36.57,26.91
878,2020-11-10 09:30:00,68.4,75.5,36.37,27.44
879,2020-11-10 09:45:00,64.1,71.5,35.63,27.78
880,2020-11-10 10:00:00,58.9,65.3,34.62,27.89
881,2020-11-10 10:15:00,0.0,0.0,-6.0,-46.85
882,2020-11-10 10:30:00,58.3,64.5,33.61,28.28
883,2020-11-10 10:45:00,57.0,63.9,33.34,28.61
884,2020-11-10 11:00:00,57.3,63.6,32.85,29.05
885,2020-11-10 11:15:00,55.5,61.8,33.12,30.06
886,2020-11-10 11:30:00,55.2,60.8,31.9,30.31
887,2020-11-10 11:45:00,54.2,60.2,31.51,30.41
888,2020-11-10 12:00:00,50.9,56.0,30.04,30.48
889,2020-11-10 12:15:00,53.9,59.5,29.88,30.35
890,2020-11-10 12:30:00,49.3,54.4,28.68,30.83
891,2020-11-10 12:45:00,47.5,52.5,28.51,31.11
892,2020-11-10 13:00:00,46.0,50.8,27.02,31.89
893,2020-11-10 13:15:00,47.9,52.9,26.92,32.1
894,2020-11-10 13:30:00,45.6,50.5,25.64,32.1
895,2020-11-10 13:45:00,46.0,50.8,26.01,32.84
896,2020-11-10 14:00:00,46.8,51.5,26.04,32.26
